task,kind,n_pos,n_neg,portrait_exists,top_domain,top_name,top_majority,top_markers,top_mean_diff,top_auc,top_portrait_hit,top_portrait_miss,recovered,association_ok,passed,verdict,top3_names,top3_any_hit
motif_tumor_high,control,175,191,True,8,utag_domain::Tumor__08,Tumor,CD163;PanCK;CD15;PDL1;Ki67,0.1402606612802733,0.6624981301421092,True,False,True,False,False,fail_control,utag_domain::Tumor__08;utag_domain::Tumor__01;utag_domain::Tumor__03,True
motif_cd8_high,control,183,183,True,2,utag_domain::CD4 T cell__02,CD4 T cell,CD3e;CD4;CD45RO;CD45;CD20,0.13627193013538436,0.7438263310340709,False,False,False,True,False,fail_control,utag_domain::CD4 T cell__02;utag_domain::Tumor__01;utag_domain::Macrophage__06,True
motif_cd8_clustering,spatial,100,123,True,8,utag_domain::Tumor__08,Tumor,CD163;PanCK;CD15;PDL1;Ki67,0.06600289872143897,0.6341463414634146,False,True,False,True,False,abundance_only_or_fail,utag_domain::Tumor__08;utag_domain::CD4 T cell__02;utag_domain::Macrophage__06,False
motif_tumor_stroma_mixing,spatial,103,110,True,1,utag_domain::Tumor__01,Tumor,FoxP3;CD11b;CD8;CD117;PanCK,0.04388077708097066,0.5488084730803175,True,False,True,False,False,abundance_only_or_fail,utag_domain::Tumor__01;utag_domain::Macrophage__09;utag_domain::Macrophage__06,True
motif_interface_immune,spatial,122,98,True,4,utag_domain::Tumor__04,Tumor,CD69;CD11c;CD14;CD38;CD45,0.14826551529847345,0.5348360655737705,True,True,True,False,False,abundance_only_or_fail,utag_domain::Tumor__04;utag_domain::Tumor__08;utag_domain::Tumor__00,True
motif_immune_exclusion,spatial,109,107,True,8,utag_domain::Tumor__08,Tumor,CD163;PanCK;CD15;PDL1;Ki67,0.07318463205505757,0.6357712423904656,False,True,False,True,False,abundance_only_or_fail,utag_domain::Tumor__08;utag_domain::Macrophage__06;utag_domain::Tumor__03,False
