task,kind,n_folds,mean_auc_ridge,mean_auc_lasso,frac_lasso_passed,frac_shap_passed,frac_faithfulness_passed,frac_fold_passed,mean_drop_top,mean_drop_random,lasso_control_frac,shap_control_frac,control_frac_passed,lasso_verdict,shap_verdict,verdict,dataset,selected
motif_cd8_clustering,spatial,15,0.9510262882344303,0.9481648231981356,1.0,1.0,1.0,1.0,0.17138469959718666,0.006121625254035501,,,,fail_control_block,fail_control_block,fail_control_block,hnc_wu2022,True
motif_immune_exclusion,spatial,15,0.9795306247910294,0.9785176911026952,0.0,0.0,0.8666666666666667,0.0,0.035049563073145336,0.0017554970332918974,,,,fail_control_block,fail_control_block,fail_control_block,hnc_wu2022,True
