task,kind,seed,fold,n_train,n_val,auc_lasso,auc_ridge,lasso_top1,shap_top1,lasso_hit,shap_hit,lasso_best_hit_rank,shap_best_hit_rank,lasso_passed,shap_passed,shap_miss_as_top1,faithfulness_drop_top,faithfulness_drop_random,faithfulness_passed,fold_passed,domain_names,top_shap
motif_cd8_clustering,spatial,2,0,174,49,0.7374581939799331,0.7107023411371237,utag_domain::B cell__08,utag_domain::B cell__08,,,,,False,False,False,0.29264214046822734,0.12876254180601998,True,False,utag_domain::Tumor__00;utag_domain::CD4 T cell__01;utag_domain::CD4 T cell__02;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::Macrophage__05;utag_domain::Tumor__06;utag_domain::Tumor__07;utag_domain::B cell__08;utag_domain::Tumor__09,utag_domain::B cell__08;utag_domain::Tumor__07;utag_domain::Tumor__06;utag_domain::Tumor__03;utag_domain::CD4 T cell__02
motif_cd8_clustering,spatial,2,1,181,42,0.5247058823529411,0.5576470588235294,utag_domain::Macrophage__00,utag_domain::Macrophage__00,,,,,False,False,False,0.10117647058823531,0.02352941176470591,True,False,utag_domain::Macrophage__00;utag_domain::Tumor__01;utag_domain::Stroma__02;utag_domain::B cell__03;utag_domain::Tumor__04;utag_domain::CD4 T cell__05;utag_domain::Tumor__06;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::Tumor__09,utag_domain::Macrophage__00;utag_domain::Tumor__08;utag_domain::Tumor__09;utag_domain::B cell__03;utag_domain::Tumor__04
motif_cd8_clustering,spatial,2,2,177,46,0.6458333333333334,0.6590909090909091,utag_domain::Tumor__04,utag_domain::Tumor__04,,,,,False,False,False,0.037878787878787845,0.037878787878787845,False,False,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::Macrophage__02;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::B cell__05;utag_domain::Tumor__06;utag_domain::Naive immune cell__07;utag_domain::Stroma__08;utag_domain::Tumor__09,utag_domain::Tumor__04;utag_domain::Tumor__01;utag_domain::B cell__05;utag_domain::Tumor__00;utag_domain::Tumor__06
motif_cd8_clustering,spatial,2,3,175,48,0.48500881834215165,0.47089947089947093,utag_domain::Tumor__07,utag_domain::Tumor__07,,,,,False,False,False,-0.07407407407407407,0.05820105820105825,False,False,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::Macrophage__02;utag_domain::B cell__03;utag_domain::Vessel__04;utag_domain::Tumor__05;utag_domain::Tumor__06;utag_domain::Tumor__07;utag_domain::CD4 T cell__08;utag_domain::Tumor__09,utag_domain::Tumor__07;utag_domain::CD4 T cell__08;utag_domain::Tumor__01;utag_domain::Tumor__05;utag_domain::B cell__03
motif_cd8_clustering,spatial,2,4,185,38,0.5714285714285714,0.5714285714285714,utag_domain::Tumor__07,utag_domain::Tumor__07,,,6.0,7.0,False,False,False,0.0672268907563025,0.05602240896358546,True,False,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::Tumor__02;utag_domain::Macrophage__03;utag_domain::CD4 T cell__04;utag_domain::B cell__05;utag_domain::Tumor__06;utag_domain::Tumor__07;utag_domain::CD4 T cell__08;utag_domain::CD8 T cell__09,utag_domain::Tumor__07;utag_domain::CD4 T cell__04;utag_domain::Tumor__02;utag_domain::Macrophage__03;utag_domain::B cell__05
motif_tumor_stroma_mixing,spatial,0,0,166,47,0.532608695652174,0.463768115942029,utag_domain::CD4 T cell__00,utag_domain::CD4 T cell__00,utag_domain::Tumor__05;utag_domain::Tumor__03,utag_domain::Tumor__05;utag_domain::Tumor__03;utag_domain::Tumor__07,2.0,2.0,True,True,False,0.0561594202898551,-0.030797101449275388,True,True,utag_domain::CD4 T cell__00;utag_domain::Tumor__01;utag_domain::Stroma__02;utag_domain::Tumor__03;utag_domain::Macrophage__04;utag_domain::Tumor__05;utag_domain::Tumor__06;utag_domain::Tumor__07;utag_domain::CD4 T cell__08;utag_domain::CD4 T cell__09,utag_domain::CD4 T cell__00;utag_domain::Tumor__05;utag_domain::Tumor__03;utag_domain::Tumor__07;utag_domain::Macrophage__04
motif_tumor_stroma_mixing,spatial,0,1,163,50,0.4866666666666667,0.5016666666666667,utag_domain::Naive immune cell__01,utag_domain::Naive immune cell__01,utag_domain::Tumor__05;utag_domain::Tumor__06;utag_domain::Tumor__09,utag_domain::Tumor__09;utag_domain::Tumor__03,2.0,3.0,True,True,False,0.043333333333333335,0.01166666666666677,True,True,utag_domain::Tumor__00;utag_domain::Naive immune cell__01;utag_domain::Macrophage__02;utag_domain::Tumor__03;utag_domain::CD4 T cell__04;utag_domain::Tumor__05;utag_domain::Tumor__06;utag_domain::Tumor__07;utag_domain::CD4 T cell__08;utag_domain::Tumor__09,utag_domain::Naive immune cell__01;utag_domain::Macrophage__02;utag_domain::Tumor__09;utag_domain::Tumor__03;utag_domain::CD4 T cell__04
motif_tumor_stroma_mixing,spatial,0,2,173,40,0.44191919191919193,0.44191919191919193,utag_domain::Tumor__02,utag_domain::Tumor__02,utag_domain::Tumor__02;utag_domain::Stroma__01,utag_domain::Tumor__02;utag_domain::Stroma__01;utag_domain::Stroma__08;utag_domain::Tumor__04,1.0,1.0,True,True,False,-0.09090909090909094,0.03030303030303033,False,False,utag_domain::CD4 T cell__00;utag_domain::Stroma__01;utag_domain::Tumor__02;utag_domain::CD4 T cell__03;utag_domain::Tumor__04;utag_domain::Macrophage__05;utag_domain::Tumor__06;utag_domain::CD4 T cell__07;utag_domain::Stroma__08;utag_domain::Tumor__09,utag_domain::Tumor__02;utag_domain::Stroma__01;utag_domain::Stroma__08;utag_domain::CD4 T cell__07;utag_domain::Tumor__04
motif_tumor_stroma_mixing,spatial,0,3,173,40,0.5732323232323233,0.5555555555555555,utag_domain::Tumor__07,utag_domain::Tumor__07,utag_domain::Tumor__07;utag_domain::Tumor__02;utag_domain::Tumor__01,utag_domain::Tumor__07;utag_domain::Tumor__02;utag_domain::Tumor__01,1.0,1.0,True,True,False,0.015151515151515027,-0.06313131313131315,True,True,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::Tumor__02;utag_domain::Tumor__03;utag_domain::CD4 T cell__04;utag_domain::Vessel__05;utag_domain::Granulocyte__06;utag_domain::Tumor__07;utag_domain::Macrophage__08;utag_domain::Tumor__09,utag_domain::Tumor__07;utag_domain::Tumor__02;utag_domain::Macrophage__08;utag_domain::CD4 T cell__04;utag_domain::Tumor__01
motif_tumor_stroma_mixing,spatial,0,4,177,36,0.5201238390092879,0.541795665634675,utag_domain::Stroma__03,utag_domain::Stroma__03,utag_domain::Stroma__03;utag_domain::Tumor__09;utag_domain::Tumor__07,utag_domain::Stroma__03;utag_domain::Tumor__09,1.0,1.0,True,True,False,0.11145510835913319,-0.04334365325077405,True,True,utag_domain::CD4 T cell__00;utag_domain::Tumor__01;utag_domain::CD4 T cell__02;utag_domain::Stroma__03;utag_domain::Tumor__04;utag_domain::CD4 T cell__05;utag_domain::Tumor__06;utag_domain::Tumor__07;utag_domain::Macrophage__08;utag_domain::Tumor__09,utag_domain::Stroma__03;utag_domain::Tumor__09;utag_domain::CD4 T cell__05;utag_domain::CD4 T cell__00;utag_domain::CD4 T cell__02
motif_tumor_stroma_mixing,spatial,1,0,162,51,0.46615384615384614,0.48769230769230765,utag_domain::Macrophage__05,utag_domain::Tumor__01,utag_domain::Tumor__01;utag_domain::Tumor__02;utag_domain::Tumor__04,utag_domain::Tumor__01;utag_domain::Tumor__00;utag_domain::Tumor__02,3.0,1.0,True,True,False,0.01538461538461533,0.05692307692307691,False,False,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::Tumor__02;utag_domain::CD8 T cell__03;utag_domain::Tumor__04;utag_domain::Macrophage__05;utag_domain::Stroma__06;utag_domain::CD4 T cell__07;utag_domain::CD4 T cell__08;utag_domain::Tumor__09,utag_domain::Tumor__01;utag_domain::Macrophage__05;utag_domain::Tumor__00;utag_domain::CD8 T cell__03;utag_domain::Tumor__02
motif_tumor_stroma_mixing,spatial,1,1,171,42,0.37641723356009066,0.42176870748299317,utag_domain::Tumor__02,utag_domain::Tumor__02,utag_domain::Tumor__02;utag_domain::Stroma__06;utag_domain::Tumor__07;utag_domain::Tumor__09,utag_domain::Tumor__02;utag_domain::Stroma__06;utag_domain::Tumor__07;utag_domain::Tumor__09,1.0,1.0,True,True,False,-0.12244897959183682,-0.03628117913832202,False,False,utag_domain::Macrophage__00;utag_domain::CD4 T cell__01;utag_domain::Tumor__02;utag_domain::CD4 T cell__03;utag_domain::Tumor__04;utag_domain::Tumor__05;utag_domain::Stroma__06;utag_domain::Tumor__07;utag_domain::Macrophage__08;utag_domain::Tumor__09,utag_domain::Tumor__02;utag_domain::Macrophage__00;utag_domain::Stroma__06;utag_domain::Tumor__07;utag_domain::Tumor__09
motif_tumor_stroma_mixing,spatial,1,2,169,44,0.47649572649572647,0.5085470085470085,utag_domain::CD4 T cell__07,utag_domain::CD4 T cell__07,utag_domain::Tumor__01;utag_domain::Tumor__00;utag_domain::Tumor__09,utag_domain::Tumor__01;utag_domain::Tumor__09;utag_domain::Tumor__00,2.0,3.0,True,True,False,-0.08760683760683763,0.03632478632478631,False,False,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::Macrophage__02;utag_domain::Stroma__03;utag_domain::Stroma__04;utag_domain::CD4 T cell__05;utag_domain::Tumor__06;utag_domain::CD4 T cell__07;utag_domain::Tumor__08;utag_domain::Tumor__09,utag_domain::CD4 T cell__07;utag_domain::Macrophage__02;utag_domain::Tumor__01;utag_domain::Tumor__09;utag_domain::Tumor__00
motif_tumor_stroma_mixing,spatial,1,3,176,37,0.5058479532163742,0.5058479532163742,utag_domain::CD4 T cell__08,utag_domain::Tumor__04,utag_domain::Tumor__04;utag_domain::Tumor__00,utag_domain::Tumor__04;utag_domain::Tumor__00;utag_domain::Tumor__06,2.0,1.0,True,True,False,-0.0935672514619883,0.09064327485380119,False,False,utag_domain::Tumor__00;utag_domain::CD4 T cell__01;utag_domain::Tumor__02;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::Macrophage__05;utag_domain::Tumor__06;utag_domain::CD4 T cell__07;utag_domain::CD4 T cell__08;utag_domain::Tumor__09,utag_domain::Tumor__04;utag_domain::Tumor__00;utag_domain::CD4 T cell__08;utag_domain::Tumor__06;utag_domain::Macrophage__05
motif_tumor_stroma_mixing,spatial,1,4,174,39,0.5947368421052632,0.5710526315789474,utag_domain::Stroma__08,utag_domain::Macrophage__06,utag_domain::Stroma__08;utag_domain::Tumor__09,utag_domain::Stroma__08;utag_domain::Tumor__09,1.0,3.0,True,True,False,0.007894736842105288,0.07105263157894737,False,False,utag_domain::Tumor__00;utag_domain::CD4 T cell__01;utag_domain::CD4 T cell__02;utag_domain::Naive immune cell__03;utag_domain::Tumor__04;utag_domain::Tumor__05;utag_domain::Macrophage__06;utag_domain::Tumor__07;utag_domain::Stroma__08;utag_domain::Tumor__09,utag_domain::Macrophage__06;utag_domain::Naive immune cell__03;utag_domain::Stroma__08;utag_domain::Tumor__09;utag_domain::CD4 T cell__01
motif_tumor_stroma_mixing,spatial,2,0,164,49,0.4017543859649123,0.4035087719298246,utag_domain::Tumor__06,utag_domain::Tumor__06,utag_domain::Tumor__06;utag_domain::Tumor__04;utag_domain::Tumor__00,utag_domain::Tumor__06;utag_domain::Tumor__04;utag_domain::Tumor__00;utag_domain::Tumor__08,1.0,1.0,True,True,False,-0.14035087719298245,-0.10526315789473684,False,False,utag_domain::Tumor__00;utag_domain::Stroma__01;utag_domain::Tumor__02;utag_domain::Macrophage__03;utag_domain::Tumor__04;utag_domain::CD4 T cell__05;utag_domain::Tumor__06;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::CD4 T cell__09,utag_domain::Tumor__06;utag_domain::Macrophage__03;utag_domain::Tumor__04;utag_domain::Tumor__00;utag_domain::Tumor__08
motif_tumor_stroma_mixing,spatial,2,1,174,39,0.29894179894179895,0.3412698412698413,utag_domain::CD4 T cell__08,utag_domain::CD4 T cell__08,utag_domain::Tumor__02,utag_domain::Tumor__02;utag_domain::Tumor__01,4.0,4.0,True,True,False,-0.010582010582010581,-0.07671957671957674,True,True,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::Tumor__02;utag_domain::CD4 T cell__03;utag_domain::Tumor__04;utag_domain::Stroma__05;utag_domain::Macrophage__06;utag_domain::Naive immune cell__07;utag_domain::CD4 T cell__08;utag_domain::CD4 T cell__09,utag_domain::CD4 T cell__08;utag_domain::CD4 T cell__09;utag_domain::Macrophage__06;utag_domain::Tumor__02;utag_domain::Tumor__01
motif_tumor_stroma_mixing,spatial,2,2,173,40,0.5538847117794486,0.6190476190476191,utag_domain::CD4 T cell__06,utag_domain::Tumor__09,utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::Tumor__09;utag_domain::Tumor__01,utag_domain::Tumor__09;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::Tumor__01,2.0,1.0,True,True,False,-0.08020050125313283,0.16541353383458646,False,False,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::CD4 T cell__02;utag_domain::Macrophage__03;utag_domain::Tumor__04;utag_domain::CD4 T cell__05;utag_domain::CD4 T cell__06;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::Tumor__09,utag_domain::Tumor__09;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::CD4 T cell__06;utag_domain::Tumor__01
motif_tumor_stroma_mixing,spatial,2,3,169,44,0.4596273291925465,0.4513457556935818,utag_domain::Granulocyte__04,utag_domain::Granulocyte__04,utag_domain::Tumor__03;utag_domain::Tumor__09;utag_domain::Tumor__05,utag_domain::Tumor__03;utag_domain::Tumor__09;utag_domain::Tumor__02,2.0,2.0,True,True,False,-0.07453416149068315,0.012422360248447228,False,False,utag_domain::CD4 T cell__00;utag_domain::Tumor__01;utag_domain::Tumor__02;utag_domain::Tumor__03;utag_domain::Granulocyte__04;utag_domain::Tumor__05;utag_domain::CD4 T cell__06;utag_domain::Macrophage__07;utag_domain::Stroma__08;utag_domain::Tumor__09,utag_domain::Granulocyte__04;utag_domain::Tumor__03;utag_domain::Tumor__09;utag_domain::Macrophage__07;utag_domain::Tumor__02
motif_tumor_stroma_mixing,spatial,2,4,172,41,0.6053921568627451,0.5588235294117647,utag_domain::Tumor__05,utag_domain::Tumor__05,utag_domain::Tumor__05,utag_domain::Tumor__05,1.0,1.0,True,True,False,0.10784313725490197,0.13725490196078433,False,False,utag_domain::CD4 T cell__00;utag_domain::Tumor__01;utag_domain::Macrophage__02;utag_domain::Macrophage__03;utag_domain::Naive immune cell__04;utag_domain::Tumor__05;utag_domain::Stroma__06;utag_domain::Tumor__07;utag_domain::CD4 T cell__08;utag_domain::Tumor__09,utag_domain::Tumor__05;utag_domain::Macrophage__03;utag_domain::Naive immune cell__04;utag_domain::CD4 T cell__08;utag_domain::CD4 T cell__00
motif_interface_immune,spatial,0,0,178,42,0.7294117647058824,0.7270588235294118,utag_domain::CD4 T cell__00,utag_domain::CD4 T cell__00,utag_domain::CD4 T cell__00;utag_domain::CD8 T cell__09,utag_domain::CD4 T cell__00,1.0,1.0,True,True,False,0.21647058823529408,0.2917647058823529,False,False,utag_domain::CD4 T cell__00;utag_domain::CD4 T cell__01;utag_domain::Macrophage__02;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::B cell__05;utag_domain::Tumor__06;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::CD8 T cell__09,utag_domain::CD4 T cell__00;utag_domain::Tumor__04;utag_domain::Tumor__03;utag_domain::Tumor__08;utag_domain::Tumor__06
motif_interface_immune,spatial,0,1,168,52,0.7393939393939394,0.7378787878787879,utag_domain::CD4 T cell__06,utag_domain::CD4 T cell__06,utag_domain::CD4 T cell__06;utag_domain::Macrophage__01,utag_domain::CD4 T cell__06;utag_domain::Macrophage__01,1.0,1.0,True,True,False,0.2803030303030303,0.28787878787878796,False,False,utag_domain::Stroma__00;utag_domain::Macrophage__01;utag_domain::Macrophage__02;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::B cell__05;utag_domain::CD4 T cell__06;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::CD4 T cell__09,utag_domain::CD4 T cell__06;utag_domain::Tumor__07;utag_domain::Macrophage__01;utag_domain::Tumor__04;utag_domain::Tumor__03
motif_interface_immune,spatial,0,2,184,36,0.674922600619195,0.674922600619195,utag_domain::CD4 T cell__06,utag_domain::CD4 T cell__06,utag_domain::CD4 T cell__06;utag_domain::Macrophage__07;utag_domain::CD4 T cell__03,utag_domain::CD4 T cell__06;utag_domain::CD4 T cell__03,1.0,1.0,True,True,False,0.14241486068111453,-0.018575851393188958,True,True,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::Tumor__02;utag_domain::CD4 T cell__03;utag_domain::CD8 T cell__04;utag_domain::Tumor__05;utag_domain::CD4 T cell__06;utag_domain::Macrophage__07;utag_domain::Macrophage__08;utag_domain::B cell__09,utag_domain::CD4 T cell__06;utag_domain::Tumor__00;utag_domain::Tumor__05;utag_domain::Tumor__02;utag_domain::CD4 T cell__03
motif_interface_immune,spatial,0,3,179,41,0.8091787439613527,0.8164251207729469,utag_domain::CD4 T cell__06,utag_domain::Tumor__09,utag_domain::CD4 T cell__06;utag_domain::Macrophage__05,utag_domain::CD4 T cell__06;utag_domain::Macrophage__01,1.0,3.0,True,False,True,0.285024154589372,0.08454106280193252,True,False,utag_domain::Stroma__00;utag_domain::Macrophage__01;utag_domain::Tumor__02;utag_domain::Tumor__03;utag_domain::B cell__04;utag_domain::Macrophage__05;utag_domain::CD4 T cell__06;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::Tumor__09,utag_domain::Tumor__09;utag_domain::Tumor__03;utag_domain::CD4 T cell__06;utag_domain::Macrophage__01;utag_domain::Stroma__00
motif_interface_immune,spatial,0,4,171,49,0.7150000000000001,0.7066666666666666,utag_domain::CD4 T cell__09,utag_domain::CD4 T cell__00,utag_domain::CD4 T cell__09;utag_domain::CD4 T cell__00,utag_domain::CD4 T cell__00;utag_domain::CD4 T cell__09,1.0,1.0,True,True,False,0.1316666666666666,0.10666666666666658,True,True,utag_domain::CD4 T cell__00;utag_domain::Stroma__01;utag_domain::Tumor__02;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::Macrophage__05;utag_domain::B cell__06;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::CD4 T cell__09,utag_domain::CD4 T cell__00;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::CD4 T cell__09;utag_domain::Tumor__08
motif_interface_immune,spatial,1,0,177,43,0.7922077922077921,0.7900432900432901,utag_domain::Tumor__01,utag_domain::Tumor__01,utag_domain::CD4 T cell__06;utag_domain::Macrophage__08,utag_domain::CD4 T cell__06;utag_domain::CD4 T cell__00,2.0,2.0,False,False,True,0.29437229437229445,0.05411255411255422,True,False,utag_domain::CD4 T cell__00;utag_domain::Tumor__01;utag_domain::CD4 T cell__02;utag_domain::Stroma__03;utag_domain::B cell__04;utag_domain::Tumor__05;utag_domain::CD4 T cell__06;utag_domain::Tumor__07;utag_domain::Macrophage__08;utag_domain::Tumor__09,utag_domain::Tumor__01;utag_domain::CD4 T cell__06;utag_domain::Tumor__05;utag_domain::Tumor__09;utag_domain::CD4 T cell__00
motif_interface_immune,spatial,1,1,164,56,0.6451612903225806,0.6438709677419354,utag_domain::CD4 T cell__04,utag_domain::CD4 T cell__04,utag_domain::CD4 T cell__04,utag_domain::CD4 T cell__04,1.0,1.0,True,True,False,0.14709677419354827,0.02580645161290318,True,True,utag_domain::Tumor__00;utag_domain::B cell__01;utag_domain::Tumor__02;utag_domain::Tumor__03;utag_domain::CD4 T cell__04;utag_domain::CD4 T cell__05;utag_domain::CD4 T cell__06;utag_domain::Tumor__07;utag_domain::Stroma__08;utag_domain::Macrophage__09,utag_domain::CD4 T cell__04;utag_domain::Tumor__07;utag_domain::Tumor__00;utag_domain::Tumor__03;utag_domain::Stroma__08
motif_interface_immune,spatial,1,2,173,47,0.6703296703296704,0.6446886446886447,utag_domain::Tumor__03,utag_domain::Tumor__03,utag_domain::CD4 T cell__06;utag_domain::Macrophage__05,utag_domain::Macrophage__05;utag_domain::CD4 T cell__06,4.0,3.0,False,False,True,0.05311355311355315,0.0714285714285714,False,False,utag_domain::Granulocyte__00;utag_domain::Tumor__01;utag_domain::B cell__02;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::Macrophage__05;utag_domain::CD4 T cell__06;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::CD4 T cell__09,utag_domain::Tumor__03;utag_domain::Tumor__01;utag_domain::Macrophage__05;utag_domain::Tumor__08;utag_domain::CD4 T cell__06
motif_interface_immune,spatial,1,3,182,38,0.84375,0.8210227272727273,utag_domain::Tumor__03,utag_domain::Tumor__06,utag_domain::CD4 T cell__08,utag_domain::CD4 T cell__08,3.0,4.0,False,False,True,0.2727272727272727,0.12215909090909094,True,False,utag_domain::Tumor__00;utag_domain::Vessel__01;utag_domain::Tumor__02;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::Stroma__05;utag_domain::Tumor__06;utag_domain::B cell__07;utag_domain::CD4 T cell__08;utag_domain::Macrophage__09,utag_domain::Tumor__06;utag_domain::Tumor__03;utag_domain::Tumor__00;utag_domain::CD4 T cell__08;utag_domain::Stroma__05
motif_interface_immune,spatial,1,4,184,36,0.7714285714285715,0.7777777777777777,utag_domain::Tumor__08,utag_domain::Tumor__08,utag_domain::CD4 T cell__05,utag_domain::CD4 T cell__05,2.0,4.0,False,False,True,0.15555555555555545,0.04126984126984112,True,False,utag_domain::Macrophage__00;utag_domain::Tumor__01;utag_domain::Stroma__02;utag_domain::Tumor__03;utag_domain::CD4 T cell__04;utag_domain::CD4 T cell__05;utag_domain::B cell__06;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::Tumor__09,utag_domain::Tumor__08;utag_domain::Stroma__02;utag_domain::Tumor__07;utag_domain::CD4 T cell__05;utag_domain::Tumor__03
motif_interface_immune,spatial,2,0,174,46,0.6519230769230769,0.6692307692307693,utag_domain::Tumor__04,utag_domain::Tumor__04,utag_domain::CD4 T cell__09;utag_domain::B cell__06,utag_domain::B cell__06,4.0,4.0,False,False,True,0.03846153846153855,0.1365384615384616,False,False,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::Stroma__02;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::Tumor__05;utag_domain::B cell__06;utag_domain::CD4 T cell__07;utag_domain::Macrophage__08;utag_domain::CD4 T cell__09,utag_domain::Tumor__04;utag_domain::Tumor__01;utag_domain::Tumor__05;utag_domain::B cell__06;utag_domain::Stroma__02
motif_interface_immune,spatial,2,1,176,44,0.7583333333333333,0.7479166666666667,utag_domain::Tumor__08,utag_domain::Tumor__08,utag_domain::CD4 T cell__04;utag_domain::CD4 T cell__02,utag_domain::CD4 T cell__04;utag_domain::CD4 T cell__02,2.0,2.0,False,False,True,0.06666666666666665,0.008333333333333304,True,False,utag_domain::Stroma__00;utag_domain::Macrophage__01;utag_domain::CD4 T cell__02;utag_domain::Tumor__03;utag_domain::CD4 T cell__04;utag_domain::Tumor__05;utag_domain::B cell__06;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::CD4 T cell__09,utag_domain::Tumor__08;utag_domain::CD4 T cell__04;utag_domain::Tumor__03;utag_domain::Stroma__00;utag_domain::CD4 T cell__02
motif_interface_immune,spatial,2,2,176,44,0.6770186335403726,0.6770186335403726,utag_domain::Tumor__09,utag_domain::Tumor__09,utag_domain::CD4 T cell__07,utag_domain::CD4 T cell__07,5.0,5.0,False,False,True,0.300207039337474,0.18012422360248442,True,False,utag_domain::Tumor__00;utag_domain::Stroma__01;utag_domain::B cell__02;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::Macrophage__05;utag_domain::Tumor__06;utag_domain::CD4 T cell__07;utag_domain::Tumor__08;utag_domain::Tumor__09,utag_domain::Tumor__09;utag_domain::Tumor__03;utag_domain::Tumor__00;utag_domain::Tumor__06;utag_domain::CD4 T cell__07
motif_interface_immune,spatial,2,3,174,46,0.7000000000000001,0.6788461538461539,utag_domain::CD4 T cell__06,utag_domain::CD4 T cell__06,utag_domain::CD4 T cell__06;utag_domain::B cell__04,utag_domain::CD4 T cell__06,1.0,1.0,True,True,False,0.27307692307692305,0.10961538461538467,True,True,utag_domain::Tumor__00;utag_domain::Macrophage__01;utag_domain::Macrophage__02;utag_domain::Tumor__03;utag_domain::B cell__04;utag_domain::Tumor__05;utag_domain::CD4 T cell__06;utag_domain::Tumor__07;utag_domain::Tumor__08;utag_domain::Tumor__09,utag_domain::CD4 T cell__06;utag_domain::Tumor__08;utag_domain::Tumor__03;utag_domain::Tumor__00;utag_domain::Tumor__09
motif_interface_immune,spatial,2,4,180,40,0.8337595907928389,0.843989769820972,utag_domain::Tumor__00,utag_domain::Tumor__00,,,7.0,7.0,False,False,True,0.3887468030690538,0.22250639386189264,True,False,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::Tumor__02;utag_domain::B cell__03;utag_domain::Tumor__04;utag_domain::Macrophage__05;utag_domain::Tumor__06;utag_domain::Stroma__07;utag_domain::Tumor__08;utag_domain::Tumor__09,utag_domain::Tumor__00;utag_domain::Tumor__02;utag_domain::Tumor__08;utag_domain::Tumor__04;utag_domain::Stroma__07
motif_immune_exclusion,spatial,0,0,166,50,0.6518883415435139,0.6486042692939245,utag_domain::Tumor__09,utag_domain::Tumor__09,utag_domain::CD8 T cell__06,utag_domain::CD8 T cell__06,3.0,5.0,False,False,True,0.1904761904761904,0.06568144499178974,True,False,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::Tumor__02;utag_domain::Macrophage__03;utag_domain::B cell__04;utag_domain::Tumor__05;utag_domain::CD8 T cell__06;utag_domain::CD4 T cell__07;utag_domain::Stroma__08;utag_domain::Tumor__09,utag_domain::Tumor__09;utag_domain::Stroma__08;utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::CD8 T cell__06
motif_immune_exclusion,spatial,0,1,172,44,0.4854166666666667,0.5083333333333333,utag_domain::Tumor__01,utag_domain::Tumor__01,,,,,False,False,True,-0.04166666666666674,-0.06666666666666665,True,False,utag_domain::Tumor__00;utag_domain::Tumor__01;utag_domain::CD4 T cell__02;utag_domain::Tumor__03;utag_domain::Tumor__04;utag_domain::Stroma__05;utag_domain::Macrophage__06;utag_domain::Macrophage__07;utag_domain::Tumor__08;utag_domain::CD4 T cell__09,utag_domain::Tumor__01;utag_domain::CD4 T cell__09;utag_domain::Tumor__00;utag_domain::Macrophage__06;utag_domain::Macrophage__07
motif_immune_exclusion,spatial,0,2,173,43,0.6087962962962963,0.587962962962963,utag_domain::Tumor__07,utag_domain::Tumor__03,,,,,False,False,True,-0.02314814814814814,0.11805555555555564,False,False,utag_domain::Macrophage__00;utag_domain::Tumor__01;utag_domain::Tumor__02;utag_domain::Tumor__03;utag_domain::B cell__04;utag_domain::CD4 T cell__05;utag_domain::Stroma__06;utag_domain::Tumor__07;utag_domain::CD4 T cell__08;utag_domain::CD4 T cell__09,utag_domain::Tumor__03;utag_domain::Tumor__07;utag_domain::Macrophage__00;utag_domain::Stroma__06;utag_domain::CD4 T cell__08
