task,kind,n_folds,mean_auc_ridge,mean_auc_lasso,frac_lasso_passed,frac_shap_passed,frac_faithfulness_passed,frac_fold_passed,mean_drop_top,mean_drop_random,lasso_control_frac,shap_control_frac,control_frac_passed,lasso_verdict,shap_verdict,verdict,dataset,selected
motif_tumor_stroma_mixing,spatial,15,0.8721206303099582,0.873742112677661,1.0,1.0,1.0,1.0,0.049383673125018554,-0.0017428233152198657,,,,fail_control_block,fail_control_block,fail_control_block,bc_metabric_ali2020,True
motif_interface_immune,spatial,15,0.5865776068687947,0.5847062845164773,0.0,0.0,0.6,0.0,0.013283303916582511,-0.00030300232291963214,,,,fail_control_block,fail_control_block,fail_control_block,bc_metabric_ali2020,True
