task,scheme,model,class,feature,n_datasets,mean_abs_shap,median_abs_shap,mean_value_shap_spearman,dataset_direction_agreement
OS,cv,cox,risk,expression__Pancytokeratin,1,0.026813864113623968,0.026813864113623968,-0.4666666666666667,1.0
OS,cv,cox,risk,expression__pmTOR,1,0.02681288405979781,0.02681288405979781,0.2,1.0
OS,cv,cox,risk,expression__pan Cytokeratin,1,0.0267941310404704,0.0267941310404704,0.6,1.0
OS,cv,cox,risk,expression__E_cadherin,1,0.025406207127815054,0.025406207127815054,-0.4666666666666667,1.0
OS,cv,cox,risk,composition__Macrophages Vim+ Slug-,1,0.025360142679066507,0.025360142679066507,-1.0,1.0
OS,cv,cox,risk,composition__CD11b+CD68+ macrophages,1,0.025355321481799798,0.025355321481799798,-0.4666666666666667,1.0
OS,cv,cox,risk,composition__Alt MAC,1,0.024746400448875137,0.024746400448875137,-0.4666666666666666,1.0
OS,cv,cox,risk,expression__CD49f,1,0.024232706673798565,0.024232706673798565,0.7333333333333333,1.0
OS,cv,cox,risk,expression__HH3_total,1,0.023604482426461088,0.023604482426461088,0.2,1.0
OS,cv,cox,risk,composition__Hypoxia,1,0.023045614303570616,0.023045614303570616,-1.0,1.0
OS,cv,cox,risk,expression__CAIX,1,0.022741984488385946,0.022741984488385946,0.4666666666666667,1.0
OS,cv,cox,risk,expression__c_PARP_c_Casp3,1,0.02154905130913517,0.02154905130913517,0.2,1.0
OS,cv,cox,risk,composition__Non-Cl Mo,1,0.020915395923564895,0.020915395923564895,0.7333333333333332,1.0
OS,cv,cox,risk,composition__Tumor (p53+ EGFR+),1,0.02075030316698988,0.02075030316698988,0.6,1.0
OS,cv,cox,risk,expression__H3K27me3,1,0.020508908624656295,0.020508908624656295,0.06666666666666667,1.0
OS,cv,cox,risk,expression__Cytokeratin 7,1,0.019688298156071368,0.019688298156071368,0.06666666666666665,1.0
OS,cv,cox,risk,expression__PDL1,1,0.0195948045762183,0.0195948045762183,-0.3333333333333333,1.0
OS,cv,cox,risk,composition__T cells,1,0.019507225887073095,0.019507225887073095,-0.6,1.0
OS,cv,cox,risk,composition__HR- CKlow CK5+,1,0.018416583363706458,0.018416583363706458,0.06666666666666667,1.0
OS,cv,cox,risk,composition__PD-L1+ immune,1,0.01815879292010142,0.01815879292010142,-0.7333333333333333,1.0
OS,cv,cox,risk,expression__Estrogen,1,0.018147343053876032,0.018147343053876032,-0.06666666666666667,1.0
OS,cv,cox,risk,composition__Unspecified,1,0.01741856338497159,0.01741856338497159,-0.4666666666666667,1.0
OS,cv,cox,risk,expression__CD94,1,0.016541304010250137,0.016541304010250137,-0.4666666666666667,1.0
OS,cv,cox,risk,expression__CD8a,1,0.015974276309698464,0.015974276309698464,-0.19999999999999998,1.0
OS,cv,cox,risk,composition__Tumor (Hypoxic),1,0.01586776722348114,0.01586776722348114,0.6,1.0
OS,cv,cox,risk,composition__Tumor (CK+ HR+),1,0.015574868233617778,0.015574868233617778,0.06666666666666661,1.0
OS,cv,cox,risk,expression__TMEM16A,1,0.015498640930834627,0.015498640930834627,0.6,1.0
OS,cv,cox,risk,composition__NK cell,1,0.015135389937664844,0.015135389937664844,0.7333333333333333,1.0
OS,cv,cox,risk,expression__Keratin 14 (KRT14),1,0.014987177236707583,0.014987177236707583,-0.6,1.0
OS,cv,cox,risk,composition__PD-L1- tumor,1,0.014116060769024366,0.014116060769024366,-0.6,1.0
OS,cv,cox,risk,composition__Tumor (Basal CK),1,0.013706256725589743,0.013706256725589743,-0.6,1.0
OS,cv,cox,risk,composition__DCs cell,1,0.012614019875481695,0.012614019875481695,-0.2,1.0
OS,cv,cox,risk,composition__PD-1+ CD8+,1,0.012368647014616894,0.012368647014616894,-0.06666666666666667,1.0
OS,cv,cox,risk,composition__Macrophages Vim+ Slug+,1,0.012345650229101283,0.012345650229101283,-0.3333333333333333,1.0
OS,cv,cox,risk,composition__HR+ CK7- Slug+,1,0.011899873800243935,0.011899873800243935,0.06666666666666664,1.0
OS,cv,cox,risk,composition__HR- Ki67+,1,0.011816889103928833,0.011816889103928833,0.06666666666666667,1.0
OS,cv,cox,risk,composition__Tumor (CK7+ CK hi Ecadh hi),1,0.011229882394945148,0.011229882394945148,0.4666666666666667,1.0
OS,cv,cox,risk,expression__CD69,1,0.009898572056270493,0.009898572056270493,-0.7333333333333333,1.0
OS,cv,cox,risk,composition__T & B cells,1,0.006520894792176041,0.006520894792176041,-0.4666666666666667,1.0
PFS,cv,cox,risk,composition__Granulocytes,1,0.4906208935293331,0.4906208935293331,1.0,1.0
PFS,cv,cox,risk,expression__HK1,1,0.4144664771477257,0.4144664771477257,1.0,1.0
PFS,cv,cox,risk,expression__Vimentin,1,0.4012802498692737,0.4012802498692737,-1.0,1.0
PFS,cv,cox,risk,composition__Vessels,1,0.3241271138759706,0.3241271138759706,-1.0,1.0
PFS,cv,cox,risk,composition__M2_mac,1,0.32315798144494984,0.32315798144494984,-1.0,1.0
PFS,cv,cox,risk,expression__Pan-Cytokeratin,1,0.32133746431481075,0.32133746431481075,-1.0,1.0
PFS,cv,cox,risk,composition__M1_mac,1,0.3170773974237946,0.3170773974237946,0.2,1.0
PFS,cv,cox,risk,expression__CD31,1,0.31119854084607784,0.31119854084607784,-1.0,1.0
PFS,cv,cox,risk,composition__DCs,1,0.31093866357485156,0.31093866357485156,-1.0,1.0
PFS,cv,cox,risk,composition__Ki67,1,0.29130360691744733,0.29130360691744733,1.0,1.0
PFS,cv,cox,risk,expression__ATPA5,1,0.2790675750957693,0.2790675750957693,-1.0,1.0
PFS,cv,cox,risk,expression__GLUT1,1,0.26855168538805124,0.26855168538805124,-1.0,1.0
PFS,cv,cox,risk,expression__CPT1A,1,0.25784003505192243,0.25784003505192243,-0.7333333333333333,1.0
PFS,cv,cox,risk,expression__CD21,1,0.25543296385998365,0.25543296385998365,0.8666666666666667,1.0
PFS,cv,cox,risk,expression__PAX5,1,0.2509143384527993,0.2509143384527993,1.0,1.0
PFS,cv,cox,risk,expression__CD44,1,0.24931609744980882,0.24931609744980882,-0.8666666666666667,1.0
PFS,cv,cox,risk,expression__Granzyme B,1,0.22881897048100933,0.22881897048100933,0.6,1.0
PFS,cv,cox,risk,expression__CD57,1,0.21014352922199736,0.21014352922199736,-0.6,1.0
PFS,cv,cox,risk,expression__CD4,1,0.20493275328648475,0.20493275328648475,-0.7333333333333333,1.0
PFS,cv,cox,risk,expression__DAPI,1,0.20240772454879358,0.20240772454879358,-0.7333333333333333,1.0
PFS,cv,cox,risk,expression__FOXP3,1,0.19079633204693705,0.19079633204693705,-0.8666666666666667,1.0
PFS,cv,cox,risk,expression__HLA-A,1,0.189549460328773,0.189549460328773,0.7333333333333333,1.0
PFS,cv,cox,risk,expression__LDHA,1,0.1821352955946282,0.1821352955946282,0.2,1.0
PFS,cv,cox,risk,expression__IDH2,1,0.17541017026094957,0.17541017026094957,-0.7333333333333333,1.0
PFS,cv,cox,risk,expression__pNRFR2,1,0.17268931577173946,0.17268931577173946,0.6,1.0
PFS,cv,cox,risk,expression__E-cadherin,1,0.16737970066153574,0.16737970066153574,-0.4666666666666667,1.0
PFS,cv,cox,risk,expression__Collagen IV,1,0.16484431007247394,0.16484431007247394,0.06666666666666667,1.0
PFS,cv,cox,risk,expression__CD45,1,0.16269884189507183,0.16269884189507183,-1.0,1.0
PFS,cv,cox,risk,composition__Cytotoxic CD8,1,0.161624749468114,0.161624749468114,-1.0,1.0
PFS,cv,cox,risk,expression__ASCT2,1,0.16132028204303644,0.16132028204303644,-0.06666666666666667,1.0
PFS,cv,cox,risk,expression__PD-1,1,0.15875586005659673,0.15875586005659673,-0.7333333333333333,1.0
PFS,cv,cox,risk,expression__CD20,1,0.1485625713475784,0.1485625713475784,1.0,1.0
PFS,cv,cox,risk,expression__CD68,1,0.14854530134071836,0.14854530134071836,0.4666666666666667,1.0
PFS,cv,cox,risk,composition__Unidentified,1,0.14780411921737227,0.14780411921737227,-0.4999999999999999,1.0
PFS,cv,cox,risk,expression__CD11b,1,0.14742188068354656,0.14742188068354656,0.8666666666666667,1.0
PFS,cv,cox,risk,expression__SMA,1,0.1437357361905013,0.1437357361905013,0.06666666666666667,1.0
PFS,cv,cox,risk,expression__CD8,1,0.14138459317524632,0.14138459317524632,0.8666666666666667,1.0
PFS,cv,cox,risk,expression__G6PD,1,0.13979737171295578,0.13979737171295578,-0.2,1.0
PFS,cv,cox,risk,expression__PD-L1,1,0.13467708229914918,0.13467708229914918,-0.3333333333333333,1.0
PFS,cv,cox,risk,composition__B_Cells,1,0.13458969117292027,0.13458969117292027,0.6,1.0
PFS,cv,cox,risk,expression__NakATPase,1,0.13223322168914586,0.13223322168914586,-0.4666666666666667,1.0
PFS,cv,cox,risk,expression__Citrate Synthase,1,0.13065594878197234,0.13065594878197234,0.3333333333333333,1.0
PFS,cv,cox,risk,expression__SDHA,1,0.12835745460973963,0.12835745460973963,0.6,1.0
PFS,cv,cox,risk,expression__LAG3,1,0.12589219508890948,0.12589219508890948,0.6,1.0
PFS,cv,cox,risk,composition__CD4,1,0.12359357192760204,0.12359357192760204,1.0,1.0
PFS,cv,cox,risk,composition__Treg,1,0.11915151876785364,0.11915151876785364,-0.2,1.0
PFS,cv,cox,risk,expression__CD19,1,0.11840736296888002,0.11840736296888002,0.7333333333333333,1.0
PFS,cv,cox,risk,expression__Ki67,1,0.11730598336542636,0.11730598336542636,-0.4666666666666667,1.0
PFS,cv,cox,risk,composition__Stroma,1,0.10593017714104276,0.10593017714104276,0.2,1.0
PFS,cv,cox,risk,expression__ICOS,1,0.10413105720425718,0.10413105720425718,0.7333333333333333,1.0
PFS,cv,cox,risk,composition__Exhausted CD8,1,0.09675029551684008,0.09675029551684008,-0.6,1.0
PFS,cv,cox,risk,composition__CD8_cells,1,0.09488604301789451,0.09488604301789451,0.4666666666666667,1.0
PFS,cv,cox,risk,expression__CD163,1,0.09263253786323775,0.09263253786323775,0.6,1.0
PFS,cv,cox,risk,expression__CD11c,1,0.08904365253885263,0.08904365253885263,-0.06666666666666667,1.0
PFS,cv,cox,risk,composition__Tumour,1,0.08635477902344718,0.08635477902344718,-0.06666666666666667,1.0
PFS,cv,cox,risk,expression__CD14,1,0.08557160183449755,0.08557160183449755,-0.4666666666666667,1.0
PFS,cv,cox,risk,composition__CD4_TFH,1,0.08283210209374002,0.08283210209374002,-0.3333333333333333,1.0
PFS,cv,cox,risk,expression__CD34,1,0.0792907571980995,0.0792907571980995,-0.8666666666666667,1.0
PFS,cv,cox,risk,expression__CD45RO,1,0.07859785851879786,0.07859785851879786,-0.4666666666666667,1.0
PFS,cv,cox,risk,expression__CD3e,1,0.04853925740676072,0.04853925740676072,0.4666666666666667,1.0
