task,scheme,model,class,feature,n_datasets,mean_abs_shap,median_abs_shap,mean_value_shap_spearman,dataset_direction_agreement
OS,cv,cox,risk,CD69,1,0.006829070855783363,0.006829070855783363,-0.6,1.0
PFS,cv,cox,risk,Vimentin,1,0.504822383289337,0.504822383289337,-1.0,1.0
PFS,cv,cox,risk,HK1,1,0.4895585292859194,0.4895585292859194,1.0,1.0
PFS,cv,cox,risk,PAX5,1,0.43132025252372713,0.43132025252372713,1.0,1.0
PFS,cv,cox,risk,CD31,1,0.4038210310746327,0.4038210310746327,-1.0,1.0
PFS,cv,cox,risk,Granzyme B,1,0.3797637119988149,0.3797637119988149,0.6,1.0
PFS,cv,cox,risk,CD11b,1,0.3573427455668986,0.3573427455668986,1.0,1.0
PFS,cv,cox,risk,CD44,1,0.31900825343172556,0.31900825343172556,-1.0,1.0
PFS,cv,cox,risk,ATPA5,1,0.30772514247216803,0.30772514247216803,-0.8666666666666667,1.0
PFS,cv,cox,risk,Pan-Cytokeratin,1,0.3042032784681185,0.3042032784681185,-1.0,1.0
PFS,cv,cox,risk,ASCT2,1,0.2855048485988967,0.2855048485988967,0.2,1.0
PFS,cv,cox,risk,CPT1A,1,0.2784263561475094,0.2784263561475094,-0.8666666666666667,1.0
PFS,cv,cox,risk,CD57,1,0.27287917891812896,0.27287917891812896,-0.8666666666666667,1.0
PFS,cv,cox,risk,CD4,1,0.26651120314862947,0.26651120314862947,-0.7333333333333333,1.0
PFS,cv,cox,risk,CD21,1,0.24690530212175546,0.24690530212175546,0.8666666666666667,1.0
PFS,cv,cox,risk,CD68,1,0.23629832611837717,0.23629832611837717,0.3333333333333333,1.0
PFS,cv,cox,risk,IDH2,1,0.22755597173819367,0.22755597173819367,-0.7333333333333333,1.0
PFS,cv,cox,risk,GLUT1,1,0.2222534113277882,0.2222534113277882,-0.7333333333333333,1.0
PFS,cv,cox,risk,PD-L1,1,0.21574482471250078,0.21574482471250078,-0.4666666666666667,1.0
PFS,cv,cox,risk,Collagen IV,1,0.21221648056684878,0.21221648056684878,0.06666666666666667,1.0
PFS,cv,cox,risk,PD-1,1,0.20002162308880136,0.20002162308880136,-1.0,1.0
PFS,cv,cox,risk,E-cadherin,1,0.19996089515857005,0.19996089515857005,-0.6,1.0
PFS,cv,cox,risk,CD34,1,0.199395843036936,0.199395843036936,-0.8666666666666667,1.0
PFS,cv,cox,risk,CD8,1,0.1906342207604719,0.1906342207604719,0.6,1.0
PFS,cv,cox,risk,FOXP3,1,0.18764177028841006,0.18764177028841006,-0.6,1.0
PFS,cv,cox,risk,pNRFR2,1,0.1810773725393869,0.1810773725393869,0.4666666666666667,1.0
PFS,cv,cox,risk,LDHA,1,0.1781794779625744,0.1781794779625744,0.06666666666666667,1.0
PFS,cv,cox,risk,CD45,1,0.17737539806874528,0.17737539806874528,-0.8666666666666667,1.0
PFS,cv,cox,risk,NakATPase,1,0.1607874087232913,0.1607874087232913,-0.4666666666666667,1.0
PFS,cv,cox,risk,SDHA,1,0.1599281251771985,0.1599281251771985,0.6,1.0
PFS,cv,cox,risk,ICOS,1,0.1538405582442822,0.1538405582442822,0.2,1.0
PFS,cv,cox,risk,Citrate Synthase,1,0.1516192823675971,0.1516192823675971,0.7333333333333333,1.0
PFS,cv,cox,risk,G6PD,1,0.14879242313436644,0.14879242313436644,-0.06666666666666667,1.0
PFS,cv,cox,risk,LAG3,1,0.14785346461920448,0.14785346461920448,0.06666666666666667,1.0
PFS,cv,cox,risk,DAPI,1,0.14681972409349617,0.14681972409349617,-0.4666666666666667,1.0
PFS,cv,cox,risk,CD20,1,0.13497124684797804,0.13497124684797804,0.8666666666666667,1.0
PFS,cv,cox,risk,CD11c,1,0.1328289612320018,0.1328289612320018,-0.6,1.0
PFS,cv,cox,risk,SMA,1,0.12623233727057454,0.12623233727057454,0.06666666666666667,1.0
PFS,cv,cox,risk,Ki67,1,0.12590297378370793,0.12590297378370793,-0.4666666666666667,1.0
PFS,cv,cox,risk,CD19,1,0.11887672912922831,0.11887672912922831,0.8666666666666667,1.0
PFS,cv,cox,risk,HLA-A,1,0.11539216744571977,0.11539216744571977,-0.06666666666666667,1.0
PFS,cv,cox,risk,CD3e,1,0.09466623887497642,0.09466623887497642,0.8666666666666667,1.0
PFS,cv,cox,risk,CD45RO,1,0.07853943232148843,0.07853943232148843,-0.06666666666666667,1.0
PFS,cv,cox,risk,CD163,1,0.07599219104316669,0.07599219104316669,-0.2,1.0
PFS,cv,cox,risk,CD14,1,0.07122696546205542,0.07122696546205542,-0.2,1.0
