dataset,task,model,class,seed,fold,feature,mean_abs_shap,mean_shap,value_shap_spearman,top_feature,n_explained_regions
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,2,tcn_fraction__2,0.3406450532767733,0.10876927643700829,1.0,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,2,tcn_fraction__3,0.3115124139548519,0.05062692412429265,1.0,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,2,tcn_fraction__4,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,2,tcn_fraction__5,0.05689810567477955,0.011682628195242815,-1.0,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,1,2,tcn_fraction__1,0.050464941671718506,-0.010571465953769283,1.0,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,1,2,tcn_fraction__2,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,1,2,tcn_fraction__3,0.020126622626021697,-0.003270973967392356,-1.0,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,1,2,tcn_fraction__4,0.011157663552775171,0.0012508310898742213,-0.9999999999999998,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,1,2,tcn_fraction__5,0.06370520510814233,-0.01308029883515087,1.0,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2+,1,3,tcn_fraction__1,0.09662631322492159,-0.0022986586368996596,1.0,True,68
bc_jackson2020,clinical_type,logistic,HR+HER2+,1,3,tcn_fraction__2,0.0807560463317053,0.008491502668098267,0.9999999999999998,True,68
bc_jackson2020,clinical_type,logistic,HR+HER2+,1,3,tcn_fraction__3,0.03861316445393891,-0.00018078037381021346,-0.9999999999999998,True,68
bc_jackson2020,clinical_type,logistic,HR+HER2+,1,3,tcn_fraction__4,0.0,0.0,,True,68
bc_jackson2020,clinical_type,logistic,HR+HER2+,1,3,tcn_fraction__5,0.10047610029539034,-0.012951122470124846,-1.0,True,68
bc_jackson2020,clinical_type,logistic,HR+HER2-,1,3,tcn_fraction__1,0.0,0.0,,True,68
bc_jackson2020,clinical_type,logistic,HR+HER2-,1,3,tcn_fraction__2,0.0,0.0,,True,68
bc_jackson2020,clinical_type,logistic,HR+HER2-,1,3,tcn_fraction__3,0.012943195507148078,-6.0597875236880376e-05,-0.9999999999999998,True,68
bc_jackson2020,clinical_type,logistic,HR+HER2-,1,3,tcn_fraction__4,0.025681053807632723,-0.006928956898034405,0.9999999999999998,True,68
bc_jackson2020,clinical_type,logistic,HR+HER2-,1,3,tcn_fraction__5,0.07060328444052065,0.009100589900424247,1.0,True,68
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,3,tcn_fraction__1,0.12502077034159692,0.002974138864934364,-1.0,True,68
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,3,tcn_fraction__2,0.0,0.0,,True,68
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,3,tcn_fraction__3,0.16859312118396683,0.00078932477823271,0.9999999999999998,True,68
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,3,tcn_fraction__4,0.0,0.0,,True,68
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,3,tcn_fraction__5,0.05941492427801632,-0.007658437763961329,-1.0,True,68
bc_jackson2020,clinical_type,logistic,TripleNeg,1,3,tcn_fraction__1,0.0,0.0,,True,68
bc_jackson2020,clinical_type,logistic,TripleNeg,1,3,tcn_fraction__2,0.1327326185089206,-0.013956842062111481,-0.9999999999999998,True,68
bc_jackson2020,clinical_type,logistic,TripleNeg,1,3,tcn_fraction__3,0.00645125568592891,3.020369946210233e-05,0.9999999999999998,True,68
bc_jackson2020,clinical_type,logistic,TripleNeg,1,3,tcn_fraction__4,0.12715842040841016,0.03430837460299802,-0.9999999999999998,True,68
bc_jackson2020,clinical_type,logistic,TripleNeg,1,3,tcn_fraction__5,0.05939648066480391,0.007656060427532037,1.0,True,68
bc_jackson2020,clinical_type,logistic,HR+HER2+,1,4,tcn_fraction__1,0.08483258512850939,-0.02296921492088857,0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2+,1,4,tcn_fraction__2,0.0,0.0,,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2+,1,4,tcn_fraction__3,0.0,0.0,,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2+,1,4,tcn_fraction__4,0.0,0.0,,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2+,1,4,tcn_fraction__5,0.11165794465666008,0.0048750111765249555,-0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2-,1,4,tcn_fraction__1,0.012770102620338038,0.0034576245814507407,-0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2-,1,4,tcn_fraction__2,0.0,0.0,,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2-,1,4,tcn_fraction__3,0.06582109181028523,-0.011282063348231503,-0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2-,1,4,tcn_fraction__4,0.00025464310869347987,5.00426443938455e-07,0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2-,1,4,tcn_fraction__5,0.009858246553933267,-0.0004304132794056109,0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,4,tcn_fraction__1,0.10857833950047341,0.02939859974750957,-0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,4,tcn_fraction__2,0.15692063493911393,0.024208987222256173,0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,4,tcn_fraction__3,0.13722793500550118,0.023521552336771407,0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,4,tcn_fraction__4,0.0,0.0,,True,71
bc_jackson2020,clinical_type,logistic,HR-HER2+,1,4,tcn_fraction__5,0.02805574227002751,0.0012249200677359009,-0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,TripleNeg,1,4,tcn_fraction__1,0.00012271792984658978,-3.3227025924329224e-05,0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,TripleNeg,1,4,tcn_fraction__2,0.1503930356814813,-0.023201939506183947,-0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,TripleNeg,1,4,tcn_fraction__3,0.0,0.0,,True,71
bc_jackson2020,clinical_type,logistic,TripleNeg,1,4,tcn_fraction__4,0.17228599866673386,-0.0003385776669768868,-0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,TripleNeg,1,4,tcn_fraction__5,0.031098956014835342,-0.001357787469729654,0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,0,tcn_fraction__1,0.09587876163501415,0.017508759658613662,1.0,True,81
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,0,tcn_fraction__2,0.0,0.0,,True,81
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,0,tcn_fraction__3,0.12662483466645663,0.024439978477052832,-1.0,True,81
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,0,tcn_fraction__4,0.030107977173016588,-0.0001079880073174809,0.9999999999999999,True,81
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,0,tcn_fraction__5,0.03026336283882854,-0.00189988399215458,-1.0,True,81
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,0,tcn_fraction__1,0.015979345740050038,-0.002918044823414316,-1.0,True,81
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,0,tcn_fraction__2,0.008626118788181087,-0.0009429572851116159,1.0,True,81
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,0,tcn_fraction__3,0.0,0.0,,True,81
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,0,tcn_fraction__4,0.0,0.0,,True,81
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,0,tcn_fraction__5,0.017940358320507152,0.0011262660983239281,1.0,True,81
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,0,tcn_fraction__1,0.097982139946276,-0.017892865008901953,-1.0,True,81
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,0,tcn_fraction__2,0.0,0.0,,True,81
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,0,tcn_fraction__3,0.1713446809530837,-0.033071398084598455,1.0,True,81
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,0,tcn_fraction__4,0.0,0.0,,True,81
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,0,tcn_fraction__5,0.010507334995043836,-0.0006596331565531378,-1.0,True,81
bc_jackson2020,clinical_type,logistic,TripleNeg,2,0,tcn_fraction__1,0.0,0.0,,True,81
bc_jackson2020,clinical_type,logistic,TripleNeg,2,0,tcn_fraction__2,0.09148848438105057,0.01000099059256322,-1.0,True,81
bc_jackson2020,clinical_type,logistic,TripleNeg,2,0,tcn_fraction__3,0.0,0.0,,True,81
bc_jackson2020,clinical_type,logistic,TripleNeg,2,0,tcn_fraction__4,0.1176277922515207,0.0004218945303897849,-0.9999999999999999,True,81
bc_jackson2020,clinical_type,logistic,TripleNeg,2,0,tcn_fraction__5,0.0,0.0,,True,81
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,1,tcn_fraction__1,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,1,tcn_fraction__2,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,1,tcn_fraction__3,0.05008652492104145,0.007494533439657018,-1.0,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,1,tcn_fraction__4,0.015829578180394273,0.0037434189360544636,1.0,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,1,tcn_fraction__5,0.04315543872784464,0.011028415006450364,-1.0,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,1,tcn_fraction__1,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,1,tcn_fraction__2,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,1,tcn_fraction__3,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,1,tcn_fraction__4,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,1,tcn_fraction__5,0.1498473165247268,-0.03829362979390456,1.0,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,1,tcn_fraction__1,0.2423515582902535,0.013922514854822609,-1.0,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,1,tcn_fraction__2,0.0685236179590693,0.013796640113191606,1.0,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,1,tcn_fraction__3,0.09522327562330737,-0.014248423593323529,1.0,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,1,tcn_fraction__4,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,1,tcn_fraction__5,0.26561900942222455,0.06787920030159422,-1.0,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,2,1,tcn_fraction__1,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,2,1,tcn_fraction__2,0.06754780071113728,-0.013600167717440326,-1.0,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,2,1,tcn_fraction__3,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,2,1,tcn_fraction__4,0.15112312838275727,-0.03573798202433924,-1.0,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,2,1,tcn_fraction__5,0.06083612943801107,-0.015546732986765463,1.0,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,2,tcn_fraction__1,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,2,tcn_fraction__2,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,2,tcn_fraction__3,0.11399953531646549,0.018534905850669466,-0.9999999999999998,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,2,tcn_fraction__4,0.00888371465616154,2.3868281726766864e-05,1.0,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,2,tcn_fraction__5,0.1496952281721228,0.008595126559279133,-0.9999999999999998,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,2,tcn_fraction__1,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,2,tcn_fraction__2,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,2,tcn_fraction__3,0.009533105626935628,0.0015499643465144756,-0.9999999999999998,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,2,tcn_fraction__4,0.05087786136555188,0.00013669587281105788,1.0,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,2,tcn_fraction__5,0.08003483156131473,-0.004595400366597629,0.9999999999999998,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,2,tcn_fraction__1,0.14934458777501516,-0.016560882699291624,-1.0,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,2,tcn_fraction__2,0.047770867648385375,0.002100676935038111,1.0,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,2,tcn_fraction__3,0.12968555994002018,-0.021085258260104916,0.9999999999999998,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,2,tcn_fraction__4,0.03496808520255362,-9.395035087954466e-05,-1.0,True,74
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,2,tcn_fraction__5,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,2,2,tcn_fraction__1,0.06539575399745519,0.007251762029804006,1.0,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,2,2,tcn_fraction__2,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,2,2,tcn_fraction__3,0.08930303191690393,-0.01451956171719652,0.9999999999999998,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,2,2,tcn_fraction__4,0.1320265010901011,-0.00035472162776324347,-1.0,True,74
bc_jackson2020,clinical_type,logistic,TripleNeg,2,2,tcn_fraction__5,0.0,0.0,,True,74
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,3,tcn_fraction__1,0.16036781197342753,-0.05156905875788076,1.0,True,70
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,3,tcn_fraction__2,0.0,0.0,,True,70
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,3,tcn_fraction__3,0.000808479514877384,-0.0001850011287929492,-1.0,True,70
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,3,tcn_fraction__4,0.0,0.0,,True,70
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,3,tcn_fraction__5,0.26197588636834274,-0.07947539690544088,-1.0,True,70
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,3,tcn_fraction__1,0.0,0.0,,True,70
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,3,tcn_fraction__2,0.0,0.0,,True,70
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,3,tcn_fraction__3,0.05855813238699198,-0.013399622862730767,-1.0,True,70
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,3,tcn_fraction__4,0.031047094176878703,-0.0017122136757503268,0.9999999999999998,True,70
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,3,tcn_fraction__5,1.2060836231446078e-06,3.6588854027502927e-07,1.0,True,70
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,3,tcn_fraction__1,0.12135309893584022,0.03902319930953602,-1.0,True,70
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,3,tcn_fraction__2,0.07748063661928585,-0.004194754802392317,0.9999999999999998,True,70
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,3,tcn_fraction__3,0.2050116105109248,0.0469119856004437,1.0,True,70
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,3,tcn_fraction__4,0.0,0.0,,True,70
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,3,tcn_fraction__5,0.013020093845055916,-0.003949894551084719,-1.0,True,70
bc_jackson2020,clinical_type,logistic,TripleNeg,2,3,tcn_fraction__1,0.0,0.0,,True,70
bc_jackson2020,clinical_type,logistic,TripleNeg,2,3,tcn_fraction__2,0.11130190241061018,0.006025817675536434,-0.9999999999999998,True,70
bc_jackson2020,clinical_type,logistic,TripleNeg,2,3,tcn_fraction__3,0.0075680261966097895,0.001731761118671959,1.0,True,70
bc_jackson2020,clinical_type,logistic,TripleNeg,2,3,tcn_fraction__4,0.1442855236169593,0.007957190626030801,-0.9999999999999998,True,70
bc_jackson2020,clinical_type,logistic,TripleNeg,2,3,tcn_fraction__5,0.0635378721246377,0.01927542903140622,1.0,True,70
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,4,tcn_fraction__1,0.0,0.0,,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,4,tcn_fraction__2,0.012935936019218032,-0.0007868355834559321,1.0,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,4,tcn_fraction__3,0.03156844355120054,-0.006562555925124517,-1.0,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,4,tcn_fraction__4,0.0,0.0,,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2+,2,4,tcn_fraction__5,0.1830920187458081,0.023273369548695796,-0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,4,tcn_fraction__1,0.0,0.0,,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,4,tcn_fraction__2,0.020512112164955916,0.0012476607583130446,-1.0,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,4,tcn_fraction__3,0.030186393134641925,-0.006275250561611827,-1.0,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,4,tcn_fraction__4,0.00030527393514471015,-5.5526996194138394e-05,1.0,True,71
bc_jackson2020,clinical_type,logistic,HR+HER2-,2,4,tcn_fraction__5,0.0067206866754179004,-0.0008542864166850943,0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,4,tcn_fraction__1,0.14022752218984544,-0.011365124443302302,-1.0,True,71
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,4,tcn_fraction__2,0.037802324240487496,-0.002299347631711024,1.0,True,71
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,4,tcn_fraction__3,0.1118428233785844,0.023250268327463085,1.0,True,71
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,4,tcn_fraction__4,0.0,0.0,,True,71
bc_jackson2020,clinical_type,logistic,HR-HER2+,2,4,tcn_fraction__5,0.002530599982073669,0.00032167206941166506,-0.9999999999999998,True,71
bc_jackson2020,clinical_type,logistic,TripleNeg,2,4,tcn_fraction__1,0.0,0.0,,True,71
bc_jackson2020,clinical_type,logistic,TripleNeg,2,4,tcn_fraction__2,0.08181880880125243,0.00497667505970661,-1.0,True,71
bc_jackson2020,clinical_type,logistic,TripleNeg,2,4,tcn_fraction__3,0.07015084737720226,0.01458319788117196,1.0,True,71
bc_jackson2020,clinical_type,logistic,TripleNeg,2,4,tcn_fraction__4,0.12363389698509133,0.022488061170710207,-1.0,True,71
bc_jackson2020,clinical_type,logistic,TripleNeg,2,4,tcn_fraction__5,0.035862825320129514,-0.004558630094599949,0.9999999999999998,True,71
bc_metabric_ali2020,ER_status,logistic,1,0,0,tcn_fraction__1,0.0,0.0,,True,104
bc_metabric_ali2020,ER_status,logistic,1,0,0,tcn_fraction__2,0.04907600211995154,-0.0042646406739739245,-1.0,True,104
bc_metabric_ali2020,ER_status,logistic,1,0,0,tcn_fraction__3,0.006435928004133408,-0.0006814360956230238,0.9999999999999999,True,104
bc_metabric_ali2020,ER_status,logistic,1,0,0,tcn_fraction__4,0.06195274304133329,0.010491623043645038,1.0,True,104
bc_metabric_ali2020,ER_status,logistic,1,0,0,tcn_fraction__5,0.15440443211336582,0.01905758885803556,-1.0,True,104
bc_metabric_ali2020,ER_status,logistic,1,0,1,tcn_fraction__1,0.0,0.0,,True,104
bc_metabric_ali2020,ER_status,logistic,1,0,1,tcn_fraction__2,0.15008588231394754,0.008947795318930918,-1.0,True,104
bc_metabric_ali2020,ER_status,logistic,1,0,1,tcn_fraction__3,0.0,0.0,,True,104
bc_metabric_ali2020,ER_status,logistic,1,0,1,tcn_fraction__4,0.17016934351257262,0.031135655196060368,1.0,True,104
bc_metabric_ali2020,ER_status,logistic,1,0,1,tcn_fraction__5,0.2220961704727105,-0.024356070713707417,-1.0,True,104
bc_metabric_ali2020,ER_status,logistic,1,0,2,tcn_fraction__1,0.0,0.0,,True,103
bc_metabric_ali2020,ER_status,logistic,1,0,2,tcn_fraction__2,0.055997289860822586,0.004453133073024242,-1.0,True,103
bc_metabric_ali2020,ER_status,logistic,1,0,2,tcn_fraction__3,0.016851310138303297,0.0025247943901175753,1.0,True,103
bc_metabric_ali2020,ER_status,logistic,1,0,2,tcn_fraction__4,0.10548801090759943,-0.006851386477670708,1.0,True,103
bc_metabric_ali2020,ER_status,logistic,1,0,2,tcn_fraction__5,0.23590471035759247,-0.03574651036072633,-1.0,True,103
bc_metabric_ali2020,ER_status,logistic,1,0,3,tcn_fraction__1,0.0,0.0,,True,99
bc_metabric_ali2020,ER_status,logistic,1,0,3,tcn_fraction__2,0.056783253626705936,-0.0020074624766492966,-1.0,True,99
bc_metabric_ali2020,ER_status,logistic,1,0,3,tcn_fraction__3,0.03240236095855266,0.003172784785668532,1.0,True,99
bc_metabric_ali2020,ER_status,logistic,1,0,3,tcn_fraction__4,0.1719964580824858,-0.014065089213759556,0.9999999999999999,True,99
bc_metabric_ali2020,ER_status,logistic,1,0,3,tcn_fraction__5,0.1983654248841465,-0.0005436692121587203,-1.0,True,99
bc_metabric_ali2020,ER_status,logistic,1,0,4,tcn_fraction__1,0.06521344966457422,0.01581907675147333,1.0,True,108
bc_metabric_ali2020,ER_status,logistic,1,0,4,tcn_fraction__2,0.14005432042883975,-0.0041643144621616645,-1.0,True,108
bc_metabric_ali2020,ER_status,logistic,1,0,4,tcn_fraction__3,0.0,0.0,,True,108
bc_metabric_ali2020,ER_status,logistic,1,0,4,tcn_fraction__4,0.10328575427892318,-0.026597410563708696,1.0,True,108
bc_metabric_ali2020,ER_status,logistic,1,0,4,tcn_fraction__5,0.14498496622843707,0.022462326746542628,-1.0,True,108
bc_metabric_ali2020,ER_status,logistic,1,1,0,tcn_fraction__1,0.0,0.0,,True,105
bc_metabric_ali2020,ER_status,logistic,1,1,0,tcn_fraction__2,0.07922865463640646,-0.010804404993519364,-1.0,True,105
bc_metabric_ali2020,ER_status,logistic,1,1,0,tcn_fraction__3,0.1032478580504781,-0.010143509493519021,1.0,True,105
bc_metabric_ali2020,ER_status,logistic,1,1,0,tcn_fraction__4,0.10074618704941292,0.001618578630211297,1.0,True,105
bc_metabric_ali2020,ER_status,logistic,1,1,0,tcn_fraction__5,0.21893219360100072,-0.002518473201585625,-1.0,True,105
bc_metabric_ali2020,ER_status,logistic,1,1,1,tcn_fraction__1,0.0,0.0,,True,107
bc_metabric_ali2020,ER_status,logistic,1,1,1,tcn_fraction__2,0.07131869621545106,0.0026373077069662887,-1.0,True,107
bc_metabric_ali2020,ER_status,logistic,1,1,1,tcn_fraction__3,0.01441902358250849,-0.0018616483296800069,0.9999999999999999,True,107
bc_metabric_ali2020,ER_status,logistic,1,1,1,tcn_fraction__4,0.17026697821511352,-0.006499309720180685,1.0,True,107
bc_metabric_ali2020,ER_status,logistic,1,1,1,tcn_fraction__5,0.2431455069577319,-0.054517076532446085,-0.9999999999999999,True,107
bc_metabric_ali2020,ER_status,logistic,1,1,2,tcn_fraction__1,0.02671519034119859,-0.0013800040007577784,1.0,True,102
bc_metabric_ali2020,ER_status,logistic,1,1,2,tcn_fraction__2,0.11544413215869888,-0.010802882935888389,-1.0,True,102
bc_metabric_ali2020,ER_status,logistic,1,1,2,tcn_fraction__3,0.0,0.0,,True,102
bc_metabric_ali2020,ER_status,logistic,1,1,2,tcn_fraction__4,0.09639347630918706,-0.015491379803508908,0.9999999999999999,True,102
bc_metabric_ali2020,ER_status,logistic,1,1,2,tcn_fraction__5,0.15509906224825853,-0.0013077224705512706,-1.0,True,102
bc_metabric_ali2020,ER_status,logistic,1,1,3,tcn_fraction__1,0.04843254473756782,-0.007850643124591772,1.0,True,105
bc_metabric_ali2020,ER_status,logistic,1,1,3,tcn_fraction__2,0.051047049761067734,0.002183490299814498,-1.0,True,105
bc_metabric_ali2020,ER_status,logistic,1,1,3,tcn_fraction__3,0.0,0.0,,True,105
bc_metabric_ali2020,ER_status,logistic,1,1,3,tcn_fraction__4,0.19152816425710928,0.02553478909867695,1.0,True,105
bc_metabric_ali2020,ER_status,logistic,1,1,3,tcn_fraction__5,0.16340358398393173,0.0024240486637763137,-0.9999999999999999,True,105
bc_metabric_ali2020,ER_status,logistic,1,1,4,tcn_fraction__1,0.03659736977138562,0.011592851821772021,1.0,True,99
bc_metabric_ali2020,ER_status,logistic,1,1,4,tcn_fraction__2,0.0705488060642454,0.011996519189459796,-1.0,True,99
bc_metabric_ali2020,ER_status,logistic,1,1,4,tcn_fraction__3,0.0,0.0,,True,99
bc_metabric_ali2020,ER_status,logistic,1,1,4,tcn_fraction__4,0.11481473049615132,0.005273486499250053,1.0,True,99
bc_metabric_ali2020,ER_status,logistic,1,1,4,tcn_fraction__5,0.14295088830042604,0.052918050386839985,-1.0,True,99
bc_metabric_ali2020,ER_status,logistic,1,2,0,tcn_fraction__1,0.04838493170550086,0.0003289789866406293,0.9999999999999999,True,107
bc_metabric_ali2020,ER_status,logistic,1,2,0,tcn_fraction__2,0.1029098436236819,0.013307564304252941,-0.9999999999999999,True,107
bc_metabric_ali2020,ER_status,logistic,1,2,0,tcn_fraction__3,0.0,0.0,,True,107
bc_metabric_ali2020,ER_status,logistic,1,2,0,tcn_fraction__4,0.16026649211807004,-0.007881745325176246,1.0,True,107
bc_metabric_ali2020,ER_status,logistic,1,2,0,tcn_fraction__5,0.22944543390755412,-0.02465885903341983,-1.0,True,107
bc_metabric_ali2020,ER_status,logistic,1,2,1,tcn_fraction__1,0.0,0.0,,True,103
bc_metabric_ali2020,ER_status,logistic,1,2,1,tcn_fraction__2,0.05128220994206287,-0.0023155167077979714,-1.0,True,103
bc_metabric_ali2020,ER_status,logistic,1,2,1,tcn_fraction__3,0.03655989158496361,0.0029124474978201656,1.0,True,103
bc_metabric_ali2020,ER_status,logistic,1,2,1,tcn_fraction__4,0.15292191109809436,0.03243318394631001,1.0,True,103
bc_metabric_ali2020,ER_status,logistic,1,2,1,tcn_fraction__5,0.14367605722724097,0.001474119627393647,-1.0,True,103
bc_metabric_ali2020,ER_status,logistic,1,2,2,tcn_fraction__1,0.0,0.0,,True,105
bc_metabric_ali2020,ER_status,logistic,1,2,2,tcn_fraction__2,0.111356823744633,-0.00022115158189275184,-0.9999999999999999,True,105
bc_metabric_ali2020,ER_status,logistic,1,2,2,tcn_fraction__3,0.0,0.0,,True,105
bc_metabric_ali2020,ER_status,logistic,1,2,2,tcn_fraction__4,0.07003523128645882,-0.007496990168259838,1.0,True,105
bc_metabric_ali2020,ER_status,logistic,1,2,2,tcn_fraction__5,0.13300185518945723,0.01485904029536155,-1.0,True,105
bc_metabric_ali2020,ER_status,logistic,1,2,3,tcn_fraction__1,0.0,0.0,,True,102
bc_metabric_ali2020,ER_status,logistic,1,2,3,tcn_fraction__2,0.11381666757413572,0.004843248129237793,-1.0,True,102
bc_metabric_ali2020,ER_status,logistic,1,2,3,tcn_fraction__3,0.017303927037974634,0.00012881310038944345,0.9999999999999999,True,102
bc_metabric_ali2020,ER_status,logistic,1,2,3,tcn_fraction__4,0.06963580264751738,0.0034172992752487365,0.9999999999999999,True,102
