dataset,task,seed,fold,lambda,n_train,n_val,class,feature,coefficient,selected
BC-Jackson2020,response,1,2,1.0,177,42,1,Tumor (CK lo HR lo),-0.1894031745799142,True
BC-Jackson2020,response,1,2,1.0,177,42,1,Tumor (CK+ HR hi),-0.01227284326399585,True
BC-Jackson2020,response,1,2,1.0,177,42,1,Tumor (CK+ HR lo),0.04237556403355003,True
BC-Jackson2020,response,1,2,1.0,177,42,1,Tumor (CK+ HR+),-0.04538956021061072,True
BC-Jackson2020,response,1,2,1.0,177,42,1,Tumor (CK7+ CK hi Ecadh hi),0.26929904037675956,True
BC-Jackson2020,response,1,2,1.0,177,42,1,Tumor (CK7+),0.23526445278913055,True
BC-Jackson2020,response,1,2,1.0,177,42,1,Tumor (Epithelial low),-0.16300236346020353,True
BC-Jackson2020,response,1,2,1.0,177,42,1,Tumor (Hypoxic),-1.1700385996182803,True
BC-Jackson2020,response,1,2,1.0,177,42,1,Tumor (Myoepithelial),0.05796925889694203,True
BC-Jackson2020,response,1,2,1.0,177,42,1,Tumor (Proliferative),-0.2072366006316214,True
BC-Jackson2020,response,1,2,1.0,177,42,1,Tumor (p53+ EGFR+),-0.021130407405733315,True
BC-Jackson2020,response,1,3,1.0,168,51,1,B cell,0.2569389231954604,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Endothelial,0.0,False
BC-Jackson2020,response,1,3,1.0,168,51,1,Macrophage,-0.05292499273374435,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Stroma (Fibronectin hi),-0.4641408998249616,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Stroma (Large elongated),-0.3473845670011119,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Stroma (SMA hi Vimentin hi),0.30340820319207445,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Stroma (Small circular),0.3831612632486704,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Stroma (Small elongated),0.2709617087327508,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Stroma (Vimentin hi),-0.28296507478819705,True
BC-Jackson2020,response,1,3,1.0,168,51,1,T & B cells,-0.2764650524550198,True
BC-Jackson2020,response,1,3,1.0,168,51,1,T cell,0.02538776156857441,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (Apoptotic),0.49760105171950536,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (Basal CK),0.0,False
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (CK lo HR hi p53+),-0.3491647724148064,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (CK lo HR lo),-0.10090359225972485,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (CK+ HR hi),0.0,False
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (CK+ HR lo),0.05304485098891237,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (CK+ HR+),-0.08314585849304129,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (CK7+ CK hi Ecadh hi),0.03462146608309265,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (CK7+),0.2989881858958804,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (Epithelial low),-0.36395312524035556,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (Hypoxic),-0.12345358138740893,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (Myoepithelial),0.28256811969381873,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (Proliferative),-0.13479870593445437,True
BC-Jackson2020,response,1,3,1.0,168,51,1,Tumor (p53+ EGFR+),-0.29864687799925854,True
BC-Jackson2020,response,1,4,1.0,179,40,1,B cell,0.5680222674914759,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Endothelial,0.0,False
BC-Jackson2020,response,1,4,1.0,179,40,1,Macrophage,-0.009360136752099004,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Stroma (Fibronectin hi),-0.37640168061963375,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Stroma (Large elongated),-0.3701879496727023,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Stroma (SMA hi Vimentin hi),0.21032703958437676,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Stroma (Small circular),0.3446358697706793,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Stroma (Small elongated),0.2418623342596703,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Stroma (Vimentin hi),-0.0013151340497380708,True
BC-Jackson2020,response,1,4,1.0,179,40,1,T & B cells,-1.1114451737329907,True
BC-Jackson2020,response,1,4,1.0,179,40,1,T cell,0.21519123180436356,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (Apoptotic),0.5348283521900186,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (Basal CK),0.1410002632979415,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (CK lo HR hi p53+),-0.33323247927936234,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (CK lo HR lo),-0.18870464360807143,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (CK+ HR hi),-0.028850539400051084,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (CK+ HR lo),0.0,False
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (CK+ HR+),-0.07721938924232291,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (CK7+ CK hi Ecadh hi),0.2443792179724112,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (CK7+),0.4251935597237377,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (Epithelial low),-0.4192819462349776,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (Hypoxic),-0.2819508326447346,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (Myoepithelial),0.21603002611285776,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (Proliferative),-0.14027679349191782,True
BC-Jackson2020,response,1,4,1.0,179,40,1,Tumor (p53+ EGFR+),-0.14621229076540335,True
BC-Jackson2020,response,2,0,1.0,172,47,1,B cell,0.36776630538224153,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Endothelial,-0.05216346463241449,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Macrophage,0.0,False
BC-Jackson2020,response,2,0,1.0,172,47,1,Stroma (Fibronectin hi),-0.37725242671327186,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Stroma (Large elongated),-0.2672651234622751,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Stroma (SMA hi Vimentin hi),0.16426100795367007,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Stroma (Small circular),0.3862364804280261,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Stroma (Small elongated),0.26364009071116645,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Stroma (Vimentin hi),0.0,False
BC-Jackson2020,response,2,0,1.0,172,47,1,T & B cells,-0.8104196370182765,True
BC-Jackson2020,response,2,0,1.0,172,47,1,T cell,0.07103097786879829,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (Apoptotic),0.6943182791839079,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (Basal CK),-0.04817220547272887,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (CK lo HR hi p53+),-0.2136660085728584,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (CK lo HR lo),-0.24836839830120674,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (CK+ HR hi),0.0,False
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (CK+ HR lo),0.1115222992451571,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (CK+ HR+),-0.2829003289900008,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (CK7+ CK hi Ecadh hi),0.13615637829072913,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (CK7+),0.33539055086343394,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (Epithelial low),-0.4957791593054355,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (Hypoxic),-0.18946172500067554,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (Myoepithelial),0.2186082834283426,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (Proliferative),-0.1520461923234625,True
BC-Jackson2020,response,2,0,1.0,172,47,1,Tumor (p53+ EGFR+),-0.322237836858482,True
BC-Jackson2020,response,2,1,1.0,181,38,1,B cell,0.3041511737829215,True
BC-Jackson2020,response,2,1,1.0,181,38,1,Endothelial,0.022386283816661467,True
BC-Jackson2020,response,2,1,1.0,181,38,1,Macrophage,-0.12948956175932,True
BC-Jackson2020,response,2,1,1.0,181,38,1,Stroma (Fibronectin hi),-0.5684093988009452,True
BC-Jackson2020,response,2,1,1.0,181,38,1,Stroma (Large elongated),-0.4607118983005059,True
BC-Jackson2020,response,2,1,1.0,181,38,1,Stroma (SMA hi Vimentin hi),0.35641752202596555,True
BC-Jackson2020,response,2,1,1.0,181,38,1,Stroma (Small circular),0.30275928376787675,True
BC-Jackson2020,response,2,1,1.0,181,38,1,Stroma (Small elongated),0.14383060939621883,True
