dataset,task,scheme,metric,mean,sd,n,score
hnc_wu2022,primary_outcome,cv,auc_roc,0.7336347686934439,0.08966919674664316,15,0.734 +/- 0.090
hnc_wu2022,hpv_status,cv,auc_roc,0.8083027402379866,0.07208667124743297,15,0.808 +/- 0.072
hnc_wu2022,OS,cv,c_index,0.5991637627743441,0.0856951827677485,15,0.599 +/- 0.086
hnc_wu2022,primary_outcome,UPMC_to_DFCI,auc_roc,0.7834343434343434,0.04576192366793617,3,0.783 +/- 0.046
