dataset,task,scheme,model,class,feature,mean_abs_shap,sd_abs_shap,mean_shap,value_shap_spearman,top_fold_frequency,n_fold_models,n_explained_regions,direction_consistency,direction
bc_jackson2020,OS,cv,cox,risk,Tumor (CK lo HR lo),0.040979978563135025,0.020781574135486865,0.0013677208518617031,0.7333333333333333,0.8,15,1128,0.8666666666666667,higher value increases prediction
bc_jackson2020,OS,cv,cox,risk,B cell,0.036475606247295594,0.02784741413407652,0.008534757791405221,-0.8666666666666667,1.0,15,1128,0.9333333333333333,higher value decreases prediction
bc_jackson2020,OS,cv,cox,risk,Stroma (Small circular),0.03426295204729319,0.023757027387710985,-0.0022483891336349863,-0.8666666666666667,0.8666666666666667,15,1128,0.9333333333333333,higher value decreases prediction
bc_jackson2020,OS,cv,cox,risk,T cell,0.02907010104098925,0.021076587014920895,-0.003561283304041676,0.3333333333333333,0.7333333333333333,15,1128,0.6666666666666666,higher value increases prediction
bc_jackson2020,OS,cv,cox,risk,Macrophage,0.02747681680316229,0.017028467595861015,-0.005546483055927197,0.4666666666666667,0.9333333333333333,15,1128,0.7333333333333333,higher value increases prediction
bc_jackson2020,OS,cv,cox,risk,Endothelial,0.027206940068199195,0.03067350823436037,-0.0012018033871331643,0.06666666666666667,0.7333333333333333,15,1128,0.5333333333333333,higher value increases prediction
bc_jackson2020,OS,cv,cox,risk,Stroma (Vimentin hi),0.026499854866521365,0.018759041699812594,0.002398120078077905,-0.2,0.6666666666666666,15,1128,0.6,higher value decreases prediction
bc_jackson2020,OS,cv,cox,risk,Tumor (CK+ HR lo),0.026445344268364642,0.018826987904124227,-7.986187561885013e-05,-0.06666666666666667,0.8666666666666667,15,1128,0.5333333333333333,higher value decreases prediction
bc_jackson2020,OS,cv,cox,risk,Tumor (Myoepithelial),0.02533906869551293,0.011773503707266934,0.0005303006360218211,-1.0,0.9333333333333333,15,1128,1.0,higher value decreases prediction
bc_jackson2020,OS,cv,cox,risk,Tumor (CK lo HR hi p53+),0.024718352312998088,0.028674988399289822,0.004500434400459695,1.0,0.8666666666666667,15,1128,1.0,higher value increases prediction
bc_jackson2020,OS,cv,cox,risk,Tumor (p53+ EGFR+),0.02263767662769748,0.007424506793415623,-0.0029479718555871963,0.6,0.8,15,1128,0.8,higher value increases prediction
bc_jackson2020,OS,cv,cox,risk,Stroma (Small elongated),0.019660170573438003,0.022340749383327897,7.302571888568831e-05,-0.4666666666666667,0.4666666666666667,15,1128,0.7333333333333333,higher value decreases prediction
bc_jackson2020,OS,cv,cox,risk,Tumor (CK+ HR hi),0.01803794975689663,0.015114364318359781,0.00020945203672001012,0.3333333333333333,0.6,15,1128,0.6666666666666666,higher value increases prediction
bc_jackson2020,OS,cv,cox,risk,Tumor (CK+ HR+),0.01608199776854113,0.013048389833121685,0.00019137527963561336,0.33333333333333326,0.4666666666666667,15,1128,0.6666666666666666,higher value increases prediction
bc_jackson2020,OS,cv,cox,risk,Tumor (Basal CK),0.014770047348928074,0.012579398560719485,0.00014790464664344872,-0.20000000000000007,0.4666666666666667,15,1128,0.6,higher value decreases prediction
bc_jackson2020,OS,cv,cox,risk,Tumor (CK7+ CK hi Ecadh hi),0.011354901245130338,0.006514182061262322,0.0016609824968954793,-0.7333333333333333,0.6,15,1128,0.8666666666666667,higher value decreases prediction
bc_jackson2020,OS,cv,cox,risk,T & B cells,0.011004435608252363,0.014175522067544941,0.0035976459349947813,-0.6,0.26666666666666666,15,1128,0.8,higher value decreases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,HR+ CK7- Ki67+,0.14237278902623343,0.03417757663419014,-0.00040517668516638905,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,HR+ CK7-,0.10086260533541176,0.02483982804040941,-0.0009135042091314737,-1.0,1.0,15,1596,1.0,higher value decreases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,HR- CK7+,0.09471066936637076,0.024656070701276393,0.0008833314217681498,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,Fibroblasts CD68+,0.09289926211610423,0.022649701004266797,-0.00017790687813792848,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,Fibroblasts,0.08767140295839826,0.022200550016675393,0.0007878261131274047,-1.0,1.0,15,1596,1.0,higher value decreases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,Vascular SMA+,0.06931138720095462,0.027556343155806958,-0.0023556996724688503,-1.0,1.0,15,1596,1.0,higher value decreases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,HRlow CKlow,0.0676354844771839,0.018952329813291695,0.00038053923516091797,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,HR- Ki67+,0.050545149132574387,0.044509124009553966,0.006555244730943875,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,HER2+,0.050154911854638974,0.008988456397227852,-0.0009644665246781751,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,T cells,0.04389845649646174,0.025985969671794236,0.00013306883211394426,0.8666666666666667,1.0,15,1596,0.9333333333333333,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,HR- CK7-,0.030086732297453015,0.018179237820945597,0.00016988474967819268,-1.0,1.0,15,1596,1.0,higher value decreases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,Basal CKlow,0.026004791362927264,0.027926709527642462,-0.007936466595029943,0.6,0.9333333333333333,15,1596,0.8,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,HR- CKlow CK5+,0.025223650983752264,0.0382440611288849,-0.003658677736069277,-0.4666666666666667,0.8,15,1596,0.7333333333333333,higher value decreases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,B cells,0.019303541841031783,0.014880201298041107,-6.534835790061282e-05,-0.8666666666666667,0.9333333333333333,15,1596,0.9333333333333333,higher value decreases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,Endothelial,0.018770691472115627,0.018072995487412202,-5.2116664758243386e-05,0.7333333333333333,0.8666666666666667,15,1596,0.8666666666666667,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,Macrophages Vim+ CD45low,0.017495214182591725,0.01649502956646977,-0.0006311098048797638,-0.4666666666666667,0.6666666666666666,15,1596,0.7333333333333333,higher value decreases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,Myoepithelial,0.017303811524844045,0.010977624525198987,0.0006102693952293093,0.06666666666666667,0.9333333333333333,15,1596,0.5333333333333333,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,Myofibroblasts,0.017086295716443167,0.013906233622758547,-0.0002165032080282321,0.06666666666666667,0.9333333333333333,15,1596,0.5333333333333333,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,HR+ CK7- Slug+,0.015029137617210513,0.011446331784359075,0.0006733545085426079,1.0,0.8666666666666667,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,Macrophages Vim+ Slug+,0.014884320875428375,0.009355566309521206,0.0017192321369699562,-0.06666666666666667,0.9333333333333333,15,1596,0.5333333333333333,higher value decreases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,Hypoxia,0.008717315978832558,0.00804789399122887,6.134620037790964e-05,-0.2,0.5333333333333333,15,1596,0.6,higher value decreases prediction
bc_metabric_ali2020,DSS,cv,cox,risk,Macrophages Vim+ Slug-,0.007936772396403925,0.007922116590985552,0.0021123867143987966,-0.3333333333333333,0.6,15,1596,0.6666666666666666,higher value decreases prediction
bc_metabric_ali2020,OS,cv,cox,risk,HR- CK7+,0.1165950555742976,0.014382628392150612,-0.0001493466933833544,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,Fibroblasts,0.11064624428364912,0.027547548987956468,0.0008867808750782018,-1.0,1.0,15,1596,1.0,higher value decreases prediction
bc_metabric_ali2020,OS,cv,cox,risk,HR+ CK7- Ki67+,0.10886064855014549,0.031788028312005626,2.5840681698440122e-05,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,HR- CK7-,0.06411979404910365,0.024914757869874807,-0.001136617125956879,-1.0,1.0,15,1596,1.0,higher value decreases prediction
bc_metabric_ali2020,OS,cv,cox,risk,HER2+,0.0578807156789414,0.01945613931672325,0.0004159309383646096,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,Myofibroblasts,0.054238923622744226,0.02380582590545215,-0.0009720158098655298,-1.0,1.0,15,1596,1.0,higher value decreases prediction
bc_metabric_ali2020,OS,cv,cox,risk,Endothelial,0.0524624349750843,0.025807676137112625,0.0012410480231806694,0.8666666666666667,1.0,15,1596,0.9333333333333333,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,HR- Ki67+,0.0523058751508555,0.019899642464838316,0.0012520621860334378,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,HRlow CKlow,0.05011369200843079,0.02462796744253509,-0.0015049559262079201,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,Fibroblasts CD68+,0.04935904120365688,0.017965227719000956,-0.0007074779415117163,1.0,1.0,15,1596,1.0,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,Myoepithelial,0.03533113269418317,0.01975990396694619,-0.0004515199500150176,-0.8666666666666667,0.9333333333333333,15,1596,0.9333333333333333,higher value decreases prediction
bc_metabric_ali2020,OS,cv,cox,risk,Macrophages Vim+ CD45low,0.03471593516248937,0.02433255565020866,0.0008166655040773868,-1.0,0.9333333333333333,15,1596,1.0,higher value decreases prediction
bc_metabric_ali2020,OS,cv,cox,risk,Vascular SMA+,0.023701679901253356,0.02824238246846765,-0.004407038727534683,-0.8666666666666667,0.8,15,1596,0.9333333333333333,higher value decreases prediction
bc_metabric_ali2020,OS,cv,cox,risk,Basal CKlow,0.023654267688630094,0.0072212141541365855,-0.0014223844130643523,0.8666666666666667,1.0,15,1596,0.9333333333333333,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,HR- CKlow CK5+,0.018517854086720614,0.012416516529229748,0.0007505408608824746,0.2,0.9333333333333333,15,1596,0.6,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,T cells,0.018322087742721756,0.011093558127736094,0.0004946738511220568,0.3333333333333333,1.0,15,1596,0.6666666666666666,higher value increases prediction
bc_metabric_ali2020,OS,cv,cox,risk,Hypoxia,0.016974407680551064,0.011843448212538391,-5.414002866244502e-05,-1.0,0.7333333333333333,15,1596,1.0,higher value decreases prediction
bc_metabric_ali2020,OS,cv,cox,risk,HR+ CK7-,0.01592271898944431,0.010026228378083212,-0.0009796458078545392,-0.2,0.8666666666666667,15,1596,0.6,higher value decreases prediction
