dataset,task,scheme,metric,mean,sd,n,score
bc_jackson2020,OS,cv,c_index,0.4836164360531939,0.12092981473778115,5,0.484 +/- 0.121
bc_jackson2020,DFS,cv,c_index,0.5123613346659797,0.04129999568744395,5,0.512 +/- 0.041
