dataset,task,class,feature,seed,coefficient_mean,coefficient_sd,fold_selection_frequency,n_folds,selected
BC-Jackson2020,clinical_type,HR-HER2+,tcn_fraction__3,2,0.2013322649393041,0.0723753110195665,1.0,5,True
BC-Jackson2020,clinical_type,HR-HER2+,tcn_fraction__4,0,0.0051030301664882,0.0242937028134176,0.4,5,False
BC-Jackson2020,clinical_type,HR-HER2+,tcn_fraction__4,1,0.0030521757901126,0.0245021878332702,0.4,5,False
BC-Jackson2020,clinical_type,HR-HER2+,tcn_fraction__4,2,-0.0082963837455963,0.0185512780225778,0.2,5,False
BC-Jackson2020,clinical_type,HR-HER2+,tcn_fraction__5,0,-0.0780385774677928,0.0882057288514323,0.6,5,True
BC-Jackson2020,clinical_type,HR-HER2+,tcn_fraction__5,1,-0.0447284395536366,0.042450326417275,0.8,5,True
BC-Jackson2020,clinical_type,HR-HER2+,tcn_fraction__5,2,-0.0871070351591015,0.1816750493400216,0.8,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__1,0,0.011425874844462,0.025491457141102,0.4,5,False
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__1,1,0.0185490512004151,0.0414769394022524,0.2,5,False
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__1,2,0.0215521089236755,0.0431910655495526,0.4,5,False
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__2,0,-0.1012220392213845,0.0827976113151231,1.0,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__2,1,-0.0796214658390017,0.0955535777865296,0.6,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__2,2,-0.0981908789168373,0.0626751294190174,0.8,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__3,0,0.0441489219414554,0.0510921111818663,0.8,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__3,1,0.054854740148363,0.0803434537451832,0.8,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__3,2,0.0438960042484541,0.0614366851647548,0.6,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__4,0,-0.1832121243258116,0.1465810788124478,0.8,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__4,1,-0.1963759523595401,0.1061666800599824,1.0,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__4,2,-0.1915966337803957,0.0237586345703528,1.0,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__5,0,0.049595471927822,0.0603861394117025,0.6,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__5,1,0.0514730963953175,0.0385704151501948,0.8,5,True
BC-Jackson2020,clinical_type,TripleNeg,tcn_fraction__5,2,0.0497285223024311,0.0515881694169617,0.6,5,True
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__1,0,0.0156173865314956,0.0349215379153139,0.2,5,False
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__1,1,0.0303011387283221,0.0295554045828512,0.6,5,True
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__1,2,0.0129386435773817,0.0289316865756666,0.2,5,False
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__2,0,-0.1198070533092634,0.0631866501058739,1.0,5,True
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__2,1,-0.1052864556713576,0.0349433436064272,1.0,5,True
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__2,2,-0.1203554648817423,0.040122031769445,1.0,5,True
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__3,0,0.015419124330783,0.0194055464285133,0.6,5,True
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__3,1,0.0343116117324798,0.0669138729537102,0.4,5,False
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__3,2,0.0161243083705386,0.0248444397471802,0.4,5,False
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__4,0,0.1729094262760815,0.0718906334256676,1.0,5,True
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__4,1,0.1849195545806984,0.0498965880089328,1.0,5,True
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__4,2,0.17160172127202,0.0724798103380765,1.0,5,True
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__5,0,-0.2816046641077182,0.0501276761469868,1.0,5,True
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__5,1,-0.2708307636437215,0.0267066859765082,1.0,5,True
BC-METABRIC-Ali2020,ER_status,1,tcn_fraction__5,2,-0.2823360201860034,0.071294952283503,1.0,5,True
CRC-Schurch2020,CLR_DII,1,tcn_fraction__1,0,0.067135703473974,0.0983816725581215,0.6,5,True
CRC-Schurch2020,CLR_DII,1,tcn_fraction__1,1,0.0681855455107116,0.0662560573251861,0.8,5,True
CRC-Schurch2020,CLR_DII,1,tcn_fraction__1,2,0.0674954124402852,0.0668124347376336,0.6,5,True
CRC-Schurch2020,CLR_DII,1,tcn_fraction__2,0,0.0064495588117546,0.0290322847261814,1.0,5,True
CRC-Schurch2020,CLR_DII,1,tcn_fraction__2,1,0.00547862336178,0.0753224938505511,0.8,5,True
CRC-Schurch2020,CLR_DII,1,tcn_fraction__2,2,0.0058029645535069,0.0160054581680359,0.4,5,False
CRC-Schurch2020,CLR_DII,1,tcn_fraction__3,0,-0.0159769787554101,0.0769630608809945,0.4,5,False
CRC-Schurch2020,CLR_DII,1,tcn_fraction__3,1,0.0005133082354146,0.0036986919511096,0.4,5,False
CRC-Schurch2020,CLR_DII,1,tcn_fraction__3,2,-0.0169677473189455,0.0855968430930376,0.8,5,True
CRC-Schurch2020,CLR_DII,1,tcn_fraction__4,0,-0.0814544072701908,0.1072636474935543,0.6,5,True
CRC-Schurch2020,CLR_DII,1,tcn_fraction__4,1,-0.0810368533187545,0.097673265420773,0.6,5,True
CRC-Schurch2020,CLR_DII,1,tcn_fraction__4,2,-0.0701859471260803,0.0961808557906204,0.4,5,False
CRC-Schurch2020,CLR_DII,1,tcn_fraction__5,0,-0.0240464747028631,0.0599248073737275,0.8,5,True
CRC-Schurch2020,CLR_DII,1,tcn_fraction__5,1,-0.0134570556434398,0.0300908911957285,0.2,5,False
CRC-Schurch2020,CLR_DII,1,tcn_fraction__5,2,-0.0326299885060013,0.1165718900656268,0.6,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__1,0,0.0607033454957418,0.0709797649776982,0.6,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__1,1,0.0559629299057802,0.0418632798669085,0.8,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__1,2,0.0607348259014931,0.046331371355879,0.8,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__2,0,-0.0589923005053066,0.0837316994098877,0.4,5,False
HNC-Wu2022,primary_outcome,1,tcn_fraction__2,1,-0.0595769667876887,0.0752491418688347,0.6,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__2,2,-0.0432053771928225,0.0280829973745256,1.0,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__3,0,-0.1602587032067395,0.0467680646706994,1.0,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__3,1,-0.1569206017129124,0.0791140799321914,1.0,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__3,2,-0.1515339135335096,0.0390209417500555,1.0,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__4,0,0.1549494284645791,0.07628997892857,1.0,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__4,1,0.1560837132699812,0.0770667475978913,1.0,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__4,2,0.1606276956307333,0.0227591905087552,1.0,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__5,0,-0.0050300326972415,0.0455036584089642,0.8,5,True
HNC-Wu2022,primary_outcome,1,tcn_fraction__5,1,-0.0017474569736897,0.0306029590401255,0.4,5,False
HNC-Wu2022,primary_outcome,1,tcn_fraction__5,2,0.0,0.0,0.0,5,False
HNC-Wu2022,hpv_status,1,tcn_fraction__1,0,-0.0195702516320823,0.0186328616328956,0.6,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__1,1,-0.0241870060357436,0.0332076711177992,0.4,5,False
HNC-Wu2022,hpv_status,1,tcn_fraction__1,2,-0.0586003468968962,0.0764270949922322,0.6,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__2,0,-0.174918104365843,0.0773060611521451,1.0,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__2,1,-0.1741090134718634,0.0573429646867626,1.0,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__2,2,-0.2131005669465952,0.1050148557038297,1.0,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__3,0,0.081498002051626,0.1022103138747368,0.6,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__3,1,0.0779929955588925,0.0966371574565843,0.6,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__3,2,0.0409023126127702,0.0373158710924025,1.0,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__4,0,0.1839548240563313,0.0665952824988324,1.0,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__4,1,0.1750675651726908,0.0914757056337623,1.0,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__4,2,0.1469811805109103,0.0661656181996257,1.0,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__5,0,0.0093608308874688,0.0645484190361329,0.6,5,True
HNC-Wu2022,hpv_status,1,tcn_fraction__5,1,-0.0032734985747824,0.05163089766368,0.4,5,False
