domain,n_cells,majority,majority_frac,name,top_markers,top_marker_z,frac__tumor,frac__t_cell,frac__cd8,frac__b_cell,frac__macrophage,frac__apc,frac__vessel,frac__stroma,frac__immune,enrich__tumor,enrich__t_cell,enrich__cd8,enrich__b_cell,enrich__macrophage,enrich__apc,enrich__vessel,enrich__stroma,enrich__immune
0,252412,Tumor (CK+ HR lo),0.20693548642695275,utag_domain::Tumor (CK+ HR lo)__00,pan Cytokeratin;Histone H3;Ecadherin;c-erbB-2 - Her2;cleaved PARP,0.599;0.281;0.275;0.273;0.136,0.7905646324263506,0.02210275264250511,0.02210275264250511,0.0009151704356369745,0.013307608196123798,0.013307608196123798,0.00902492749948497,0.1623734212319541,0.038037018842210356,1.5147820602700703,0.21483740813821117,0.21483740813821117,0.028768799698811392,0.43849355093043774,0.43849355093043774,0.2887285875985548,0.608370420093509,0.2113829310228509
1,76546,Tumor (CK lo HR lo),0.35159250646669976,utag_domain::Tumor (CK lo HR lo)__01,GATA3;Cytokeratin 8/18;Cytokeratin 19;Estrogen;phospho-mTOR,2.233;2.117;2.115;2.081;2.037,0.94765239202571,0.017479685417918635,0.017479685417918635,0.0028087685835967917,0.0029916651425286756,0.0029916651425286756,0.005957202205209939,0.022822877746714394,0.023567528022365638,1.8157741744743383,0.16990147657153087,0.16990147657153087,0.0882949204161831,0.09857713363730666,0.09857713363730666,0.19058486385042084,0.08551130854523742,0.1309717034081141
2,70390,Stromal cells,0.38721409291092485,utag_domain::Stromal cells__02,SMA;vWF;Vimentin;Fibronectin;CD68,1.611;1.552;1.539;0.762;0.691,0.12314249183122603,0.19308140360846712,0.19308140360846712,0.04220769995738031,0.029990055405597387,0.029990055405597387,0.22001704787611875,0.38721409291092485,0.26962636738173035,0.2359503952389022,1.8767394714068288,1.8767394714068288,1.326818282734685,0.9881900408843861,0.9881900408843861,7.038861141488462,1.4507891660041445,1.4983932377725262
3,186081,Stromal cells,0.31793143845959554,utag_domain::Stromal cells__03,CD44;CD68;Vimentin;Fibronectin;CD45,0.721;0.702;0.631;0.487;0.442,0.20425513620412616,0.2762936570633219,0.2762936570633219,0.0635852128911603,0.08814978423374767,0.08814978423374767,0.030621073618477976,0.31793143845959554,0.4471923517178003,0.3913684009496265,2.685557501754868,2.685557501754868,1.998830143806893,2.9045874610034503,2.9045874610034503,0.9796399291982189,1.191205317404089,2.485179777869709
4,20409,Tumor (Proliferative),0.5324121711009848,utag_domain::Tumor (Proliferative)__04,Ki-67;Slug;p53;c-Myc;phospho-S6,6.029;4.979;3.619;2.299;2.051,0.859963741486599,0.07036111519427704,0.07036111519427704,0.023470037728453134,0.028957812729678085,0.028957812729678085,0.006124748885295703,0.004066833259836347,0.1298446763682689,1.6477560399945983,0.6839057499554647,0.6839057499554647,0.7377913315823629,0.9541770349621322,0.9541770349621322,0.19594507492145163,0.01523735251721109,0.7215851584556837
5,48498,B cell,0.3996041073858716,utag_domain::B cell__05,CD45;CD3;CD20;CD44;CD68,3.762;3.203;2.618;1.714;1.587,0.05538372716400676,0.2211843787372675,0.2211843787372675,0.3996041073858716,0.07853932120912202,0.07853932120912202,0.016804816693471895,0.0180419811126232,0.9097694750298981,0.1061194403314586,2.1498986762939807,2.1498986762939807,12.561737220242426,2.5879170273953096,2.5879170273953096,0.5376254810950725,0.06759854873739447,5.055857268538898
6,204662,Tumor (CK lo HR lo),0.21666454935454554,utag_domain::Tumor (CK lo HR lo)__06,pan Cytokeratin;Ecadherin;c-erbB-2 - Her2;Cytokeratin 8/18;GATA3,1.160;1.013;0.961;0.901;0.804,0.8786926737743206,0.02641428306182877,0.02641428306182877,0.004856788265530485,0.005746059356402263,0.005746059356402263,0.008013212027635809,0.0752753320108276,0.038018782187215994,1.6836421010120022,0.25674522095131996,0.25674522095131996,0.15267535242583946,0.18933605001834958,0.18933605001834958,0.25636143791726557,0.2820368322022725,0.21128158455296187
7,33721,Tumor (p53+ EGFR+),0.30924349811690044,utag_domain::Tumor (p53+ EGFR+)__07,Cytokeratin 5;Keratin 14 (KRT14);EGFR;Carbonic Anhydrase IX;p53,3.146;2.906;2.888;2.761;1.665,0.9441890809881083,0.019898579520180305,0.019898579520180305,0.002639304884196791,0.00584205687850301,0.00584205687850301,0.004299991103466683,0.02268615995966905,0.028824767948755967,1.8091382066942046,0.1934129797718763,0.1934129797718763,0.08296775179882612,0.19249922507776712,0.19249922507776712,0.13756679575111685,0.08499906302557067,0.1601877360667389
8,196616,Stromal cells,0.4004557106237539,utag_domain::Stromal cells__08,DNA1;Ki-67;Cytokeratin 5;Keratin 14 (KRT14);CD20,0.204;-0.206;-0.226;-0.234;-0.238,0.3750101721121374,0.1344041176709932,0.1344041176709932,0.005523456890588762,0.03235748870895553,0.03235748870895553,0.03848618627171746,0.4004557106237539,0.18604793099239125,0.718548057722754,1.306399829495022,1.306399829495022,0.1736323844637401,1.0661983666842743,1.0661983666842743,1.2312633209432442,1.5004020180925635,1.0339232190369898
9,135076,Stromal cells,0.7535017323580799,utag_domain::Stromal cells__09,Fibronectin;Vimentin;SMA;Cytokeratin 5;Keratin 14 (KRT14),0.707;0.048;-0.067;-0.239;-0.258,0.10818354111759305,0.06945719446829933,0.06945719446829933,0.012385619947288934,0.02163226627972401,0.02163226627972401,0.030064556249814918,0.7535017323580799,0.10825017027451213,0.20728790611144132,0.6751196956086406,0.6751196956086406,0.38934760732426166,0.7127959522006285,0.7127959522006285,0.9618356339462827,2.8231724254982926,0.6015781197593812
