task,mean,std,count
motif_cd8_clustering,0.6156149777357232,0.1163583446917186,15
motif_cd8_high,0.740509865581132,0.049133815330494116,15
motif_immune_exclusion,0.7207567167821954,0.050844383676253435,15
motif_interface_immune,0.7645320166996389,0.05936809099685934,15
motif_tumor_high,0.7645377955876345,0.05382611777668343,15
motif_tumor_stroma_mixing,0.6223353421892353,0.07215054342109846,15
