task,kind,seed,fold,n_train,n_val,auc_lasso,auc_ridge,lasso_top1,shap_top1,lasso_hit,shap_hit,lasso_best_hit_rank,shap_best_hit_rank,lasso_passed,shap_passed,shap_miss_as_top1,faithfulness_drop_top,faithfulness_drop_random,faithfulness_passed,fold_passed,top_shap
motif_tumor_stroma_mixing,spatial,0,0,166,47,0.9039855072463767,0.8967391304347826,point-pattern::Stroma_L_r200,density::tumor_area_ratio,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r20,point-pattern::Stroma_L_r200,1,4,True,True,False,0.17391304347826086,0.005434782608695565,True,True,density::tumor_area_ratio;composition::Stroma;density::tumor_density::Stroma;point-pattern::Stroma_L_r200;density::tumor_density::Other
motif_tumor_stroma_mixing,spatial,0,1,163,50,0.9316666666666666,0.8866666666666666,point-pattern::Stroma_L_r200,density::tumor_area_ratio,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r20;point-pattern::Tumor_L_r100,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200,1,2,True,True,False,0.19833333333333336,0.015000000000000013,True,True,density::tumor_area_ratio;point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;density::tissue_density::Stroma;density::tumor_density::Stroma
motif_tumor_stroma_mixing,spatial,0,2,173,40,0.9469696969696969,0.9469696969696969,point-pattern::Stroma_L_r200,point-pattern::Stroma_L_r200,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r20,point-pattern::Stroma_L_r200;point-pattern::Stroma_K_r200,1,1,True,True,False,0.21717171717171713,0.005050505050505083,True,True,point-pattern::Stroma_L_r200;point-pattern::Stroma_K_r200;density::tumor_area_ratio;density::tissue_density::Stroma;composition::Stroma
motif_tumor_stroma_mixing,spatial,0,3,173,40,0.8813131313131314,0.8939393939393939,point-pattern::Stroma_L_r200,density::tumor_area_ratio,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r20,point-pattern::Stroma_L_r200,1,3,True,True,False,0.06313131313131304,0.02020202020202011,True,True,density::tumor_area_ratio;density::tissue_density::Stroma;point-pattern::Stroma_L_r200;density::tumor_density::Stroma;composition::Stroma
motif_tumor_stroma_mixing,spatial,0,4,177,36,1.0,1.0,point-pattern::Stroma_L_r200,density::tumor_area_ratio,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r20;point-pattern::Tumor_L_r100,point-pattern::Stroma_L_r200,1,3,True,True,False,0.1826625386996904,0.012383900928792602,True,True,density::tumor_area_ratio;density::tumor_density::Stroma;point-pattern::Stroma_L_r200;density::tissue_density::Macrophage;density::tissue_density::Stroma
motif_tumor_stroma_mixing,spatial,1,0,162,51,0.9461538461538461,0.9123076923076923,point-pattern::Stroma_L_r200,density::tumor_density::Stroma,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200,point-pattern::Stroma_L_r200,1,4,True,False,True,0.08461538461538454,0.003076923076923088,True,False,density::tumor_density::Stroma;density::tumor_area_ratio;density::tissue_density::Stroma;point-pattern::Stroma_L_r200;composition::Stroma
motif_tumor_stroma_mixing,spatial,1,1,171,42,0.9251700680272109,0.9659863945578232,point-pattern::Stroma_L_r200,density::tumor_area_ratio,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r20,point-pattern::Stroma_L_r200,1,2,True,True,False,0.10657596371882105,0.02267573696145131,True,True,density::tumor_area_ratio;point-pattern::Stroma_L_r200;density::tumor_density::Stroma;composition::Stroma;density::tissue_density::Stroma
motif_tumor_stroma_mixing,spatial,1,2,169,44,0.9145299145299146,0.8952991452991453,point-pattern::Stroma_L_r200,density::tumor_area_ratio,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r100;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r20,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r20;point-pattern::Tumor_L_r100;point-pattern::Tumor_L_r200,1,2,True,True,False,0.07905982905982911,0.014957264957265015,True,True,density::tumor_area_ratio;point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r20;point-pattern::Tumor_L_r100;point-pattern::Tumor_L_r200
motif_tumor_stroma_mixing,spatial,1,3,176,37,0.9970760233918128,0.9736842105263158,point-pattern::Stroma_L_r200,point-pattern::Stroma_L_r200,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r20;point-pattern::Tumor_L_r100,point-pattern::Stroma_L_r200;point-pattern::Stroma_K_r200,1,1,True,True,False,0.3070175438596492,-0.011695906432748537,True,True,point-pattern::Stroma_L_r200;density::tumor_area_ratio;point-pattern::Stroma_K_r200;density::tumor_density::Stroma;density::tissue_density::Stroma
motif_tumor_stroma_mixing,spatial,1,4,174,39,0.95,0.8789473684210526,point-pattern::Stroma_L_r200,density::tumor_area_ratio,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r20;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r100,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r20,1,2,True,True,False,0.1657894736842105,-0.03157894736842115,True,True,density::tumor_area_ratio;point-pattern::Stroma_L_r200;density::tumor_density::Stroma;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r20
motif_tumor_stroma_mixing,spatial,2,0,164,49,0.9561403508771931,0.9263157894736842,point-pattern::Stroma_L_r200,density::tumor_area_ratio,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r20,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r20,1,2,True,True,False,0.11228070175438598,-0.012280701754385892,True,True,density::tumor_area_ratio;point-pattern::Stroma_L_r200;composition::Stroma;density::tumor_density::Stroma;point-pattern::Tumor_L_r20
motif_tumor_stroma_mixing,spatial,2,1,174,39,0.9656084656084656,0.9523809523809524,point-pattern::Stroma_L_r200,density::tumor_density::Stroma,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r20,point-pattern::Stroma_L_r200,1,4,True,False,True,0.20634920634920628,0.002645502645502673,True,False,density::tumor_density::Stroma;density::tumor_area_ratio;density::tissue_density::Stroma;point-pattern::Stroma_L_r200;density::tissue_density::CD8 T cell
motif_tumor_stroma_mixing,spatial,2,2,173,40,0.9097744360902256,0.9022556390977443,point-pattern::Stroma_L_r200,point-pattern::Stroma_L_r200,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r20;point-pattern::Tumor_L_r100,point-pattern::Stroma_L_r200;point-pattern::Stroma_K_r200,1,1,True,True,False,0.18546365914786966,0.005012531328320691,True,True,point-pattern::Stroma_L_r200;density::tumor_area_ratio;density::tissue_density::Naive immune cell;point-pattern::Stroma_K_r200;density::tissue_density::Stroma
motif_tumor_stroma_mixing,spatial,2,3,169,44,0.9689440993788819,0.9627329192546583,point-pattern::Stroma_L_r200,density::tumor_area_ratio,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r20;point-pattern::Tumor_L_r100,point-pattern::Stroma_L_r200,1,2,True,True,False,0.04968944099378869,0.010351966873705987,True,True,density::tumor_area_ratio;point-pattern::Stroma_L_r200;density::tumor_density::Stroma;composition::Stroma;density::tissue_density::Stroma
motif_tumor_stroma_mixing,spatial,2,4,172,41,0.9264705882352942,0.8431372549019608,point-pattern::Stroma_L_r200,density::tumor_area_ratio,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r20,point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;point-pattern::Tumor_L_r100,1,2,True,True,False,0.19362745098039214,0.0,True,True,density::tumor_area_ratio;point-pattern::Stroma_L_r200;point-pattern::Tumor_L_r200;composition::Stroma;point-pattern::Tumor_L_r100
motif_interface_immune,spatial,0,0,178,42,0.7623529411764706,0.8023529411764706,density::tumor_area_ratio,density::tumor_area_ratio,,,10,8,False,False,False,0.12,0.02352941176470591,True,False,density::tumor_area_ratio;composition::CD8 T cell;point-pattern::Tumor_L_r100;density::tissue_density::Naive immune cell;point-pattern::Tumor_L_r20
motif_interface_immune,spatial,0,1,168,52,0.8863636363636364,0.9015151515151515,density::tumor_area_ratio,density::tumor_area_ratio,,density::tumor_density::Macrophage,8,3,False,True,False,0.2969696969696969,0.23333333333333328,True,False,density::tumor_area_ratio;density::tumor_density::Other;density::tumor_density::Macrophage;density::tumor_density::Stroma;point-pattern::Other_L_r100
motif_interface_immune,spatial,0,2,184,36,0.8885448916408668,0.8637770897832817,density::tumor_area_ratio,density::tumor_area_ratio,density::tumor_density::B cell,density::tumor_density::B cell;density::tumor_density::Macrophage,4,2,True,True,False,0.28482972136222906,0.018575851393188847,True,True,density::tumor_area_ratio;density::tumor_density::B cell;density::tumor_density::Macrophage;point-pattern::Tumor_L_r100;point-pattern::Tumor_K_r20
motif_interface_immune,spatial,0,3,179,41,0.8260869565217392,0.7995169082125604,density::tumor_area_ratio,density::tumor_area_ratio,,density::tumor_density::Macrophage,7,2,False,True,False,0.28985507246376807,0.021739130434782594,True,False,density::tumor_area_ratio;density::tumor_density::Macrophage;point-pattern::Tumor_K_r20;point-pattern::Other_L_r50;point-pattern::Naive immune cell_K_r200
motif_interface_immune,spatial,0,4,171,49,0.87,0.8899999999999999,density::tumor_area_ratio,density::tumor_area_ratio,density::tumor_density::Macrophage,density::tumor_density::Macrophage,4,5,True,True,False,0.2816666666666666,-0.018333333333333424,True,True,density::tumor_area_ratio;point-pattern::Macrophage_K_r20;point-pattern::Macrophage_K_r10;point-pattern::Macrophage_K_r200;density::tumor_density::Macrophage
motif_interface_immune,spatial,1,0,177,43,0.880952380952381,0.945887445887446,density::tumor_area_ratio,density::tumor_area_ratio,density::tumor_density::Macrophage,density::tumor_density::Macrophage,4,3,True,True,False,0.1645021645021646,0.04329004329004338,True,True,density::tumor_area_ratio;density::tumor_density::Other;density::tumor_density::Macrophage;density::tumor_density::Stroma;density::tumor_density::Tumor (Proliferating)
motif_interface_immune,spatial,1,1,164,56,0.9135483870967742,0.8748387096774194,density::tumor_area_ratio,density::tumor_area_ratio,,density::tumor_density::B cell;density::tumor_density::Macrophage,7,2,False,True,False,0.3651612903225807,0.001290322580645209,True,False,density::tumor_area_ratio;density::tumor_density::B cell;point-pattern::Tumor_K_r20;point-pattern::Tumor_L_r100;density::tumor_density::Macrophage
motif_interface_immune,spatial,1,2,173,47,0.9285714285714286,0.9139194139194139,density::tumor_area_ratio,density::tumor_area_ratio,,density::tumor_density::B cell;density::tumor_density::Macrophage,6,3,False,True,False,0.21062271062271065,0.04761904761904767,True,False,density::tumor_area_ratio;density::tumor_density::Granulocyte;density::tumor_density::B cell;density::tumor_density::Vessel;density::tumor_density::Macrophage
motif_interface_immune,spatial,1,3,182,38,0.7443181818181819,0.7386363636363635,density::tumor_area_ratio,density::tumor_area_ratio,,density::tumor_density::Macrophage,15,2,False,True,False,0.20454545454545447,0.008522727272727182,True,False,density::tumor_area_ratio;density::tumor_density::Macrophage;point-pattern::Tumor_L_r100;density::tumor_density::Granulocyte;point-pattern::Tumor_L_r20
motif_interface_immune,spatial,1,4,184,36,0.8507936507936509,0.8666666666666667,density::tumor_area_ratio,density::tumor_area_ratio,density::tumor_density::Macrophage;point-pattern::CD8 T cell_K_r10,density::tumor_density::Macrophage,4,2,True,True,False,0.20317460317460323,0.03492063492063502,True,True,density::tumor_area_ratio;density::tumor_density::Macrophage;composition::Tumor;composition::CD8 T cell;point-pattern::Tumor_L_r100
motif_interface_immune,spatial,2,0,174,46,0.8480769230769231,0.8384615384615385,density::tumor_area_ratio,density::tumor_area_ratio,,,8,7,False,False,False,0.16730769230769227,0.007692307692307665,True,False,density::tumor_area_ratio;density::tumor_density::Vessel;density::tumor_density::Other;density::tumor_density::Granulocyte;composition::Tumor
motif_interface_immune,spatial,2,1,176,44,0.7854166666666667,0.76875,density::tumor_area_ratio,density::tumor_area_ratio,point-pattern::CD8 T cell_K_r10,density::tumor_density::Macrophage;density::tumor_density::CD8 T cell;density::tumor_density::B cell,3,2,True,True,False,0.1645833333333333,0.05625000000000002,True,True,density::tumor_area_ratio;density::tumor_density::Macrophage;density::tumor_density::CD8 T cell;density::tumor_density::Tumor (Proliferating);density::tumor_density::B cell
motif_interface_immune,spatial,2,2,176,44,0.8840579710144928,0.8840579710144928,density::tumor_area_ratio,density::tumor_area_ratio,,density::tumor_density::Macrophage;density::tumor_density::CD4 T cell,10,4,False,True,False,0.33747412008281585,0.03312629399585931,True,False,density::tumor_area_ratio;point-pattern::Tumor_K_r20;point-pattern::Tumor_L_r100;density::tumor_density::Macrophage;density::tumor_density::CD4 T cell
motif_interface_immune,spatial,2,3,174,46,0.8692307692307693,0.8769230769230769,density::tumor_area_ratio,density::tumor_area_ratio,density::tumor_density::Macrophage,density::tumor_density::Macrophage,5,2,True,True,False,0.1576923076923077,0.019230769230769162,True,True,density::tumor_area_ratio;density::tumor_density::Macrophage;point-pattern::Tumor_L_r100;point-pattern::Other_L_r50;density::tumor_density::Other
motif_interface_immune,spatial,2,4,180,40,0.9028132992327365,0.9462915601023018,density::tumor_area_ratio,density::tumor_area_ratio,density::tumor_density::Macrophage,density::tumor_density::Macrophage;density::tumor_density::B cell,4,2,True,True,False,0.22250639386189264,0.010230179028133057,True,True,density::tumor_area_ratio;density::tumor_density::Macrophage;point-pattern::Macrophage_L_r200;density::tumor_density::B cell;point-pattern::Naive immune cell_L_r100
motif_immune_exclusion,spatial,0,0,166,50,0.9490968801313628,0.916256157635468,density::tumor_area_ratio,density::tumor_area_ratio,,density::tissue_density::CD8 T cell,8,3,False,True,False,0.08045977011494254,0.07553366174055831,True,False,density::tumor_area_ratio;composition::CD8 T cell;density::tissue_density::CD8 T cell;density::tissue_density::Macrophage;density::tumor_density::B cell
motif_immune_exclusion,spatial,0,1,172,44,0.9375,0.9520833333333333,density::tumor_area_ratio,density::tumor_density::Naive immune cell,,,7,6,False,False,False,0.2666666666666666,-0.004166666666666652,True,False,density::tumor_density::Naive immune cell;density::tissue_density::Naive immune cell;density::tumor_area_ratio;density::tumor_density::B cell;composition::CD8 T cell
motif_immune_exclusion,spatial,0,2,173,43,0.863425925925926,0.8425925925925927,density::tumor_area_ratio,density::tissue_density::CD8 T cell,density::tissue_density::CD8 T cell,density::tissue_density::CD8 T cell,4,1,True,True,False,0.11111111111111116,0.0185185185185186,True,True,density::tissue_density::CD8 T cell;density::tumor_area_ratio;composition::CD8 T cell;density::tumor_density::B cell;density::tissue_density::Macrophage
motif_immune_exclusion,spatial,0,3,178,38,0.9639889196675899,0.9944598337950139,density::tumor_area_ratio,density::tumor_area_ratio,density::tissue_density::CD8 T cell,density::tissue_density::CD8 T cell,4,5,True,True,False,0.21329639889196683,0.016620498614958512,True,True,density::tumor_area_ratio;composition::CD8 T cell;density::tissue_density::Macrophage;point-pattern::Macrophage_L_r100;density::tissue_density::CD8 T cell
motif_immune_exclusion,spatial,0,4,175,41,0.8999999999999999,0.9095238095238094,density::tumor_area_ratio,density::tumor_area_ratio,,density::tissue_density::CD8 T cell,10,4,False,True,False,0.27857142857142847,0.088095238095238,True,False,density::tumor_area_ratio;density::tumor_density::Tumor;composition::CD8 T cell;density::tissue_density::CD8 T cell;point-pattern::Tumor_L_r50
motif_immune_exclusion,spatial,1,0,173,43,0.9177489177489178,0.9372294372294372,density::tumor_area_ratio,density::tumor_area_ratio,,density::tissue_density::CD8 T cell,30,3,False,True,False,0.16666666666666663,0.0021645021645021467,True,False,density::tumor_area_ratio;composition::CD8 T cell;density::tissue_density::CD8 T cell;density::tumor_density::B cell;density::tissue_density::Macrophage
motif_immune_exclusion,spatial,1,1,166,50,0.9098228663446055,0.9017713365539451,density::tumor_area_ratio,density::tissue_density::CD8 T cell,density::tissue_density::CD8 T cell,density::tissue_density::CD8 T cell,4,1,True,True,False,0.20128824476650553,0.01449275362318836,True,True,density::tissue_density::CD8 T cell;density::tumor_density::CD4 T cell;composition::CD8 T cell;density::tissue_density::Macrophage;density::tumor_area_ratio
motif_immune_exclusion,spatial,1,2,181,35,0.9738562091503268,0.9640522875816993,density::tumor_area_ratio,density::tumor_density::Naive immune cell,,,13,8,False,False,False,0.2549019607843136,0.03267973856209139,True,False,density::tumor_density::Naive immune cell;density::tumor_area_ratio;density::tissue_density::Naive immune cell;composition::Vessel;composition::CD8 T cell
motif_immune_exclusion,spatial,1,3,179,37,0.9107142857142856,0.9523809523809523,density::tumor_area_ratio,density::tumor_area_ratio,density::tissue_density::CD8 T cell,density::tissue_density::CD8 T cell,5,2,True,True,False,0.1875,0.005952380952380931,True,True,density::tumor_area_ratio;density::tissue_density::CD8 T cell;composition::CD8 T cell;composition::Vessel;density::tumor_density::Naive immune cell
motif_immune_exclusion,spatial,1,4,165,51,0.9323076923076923,0.9292307692307692,density::tumor_area_ratio,density::tumor_area_ratio,density::tissue_density::CD8 T cell,density::tissue_density::CD8 T cell,4,4,True,True,False,0.23384615384615381,0.024615384615384595,True,True,density::tumor_area_ratio;composition::CD8 T cell;density::tumor_density::Tumor;density::tissue_density::CD8 T cell;density::tumor_density::Other
motif_immune_exclusion,spatial,2,0,174,42,0.9976470588235294,0.9858823529411764,density::tumor_area_ratio,density::tumor_area_ratio,density::tissue_density::CD8 T cell,density::tissue_density::CD8 T cell,5,4,True,True,False,0.16941176470588237,0.04470588235294115,True,True,density::tumor_area_ratio;composition::CD8 T cell;density::tumor_density::Naive immune cell;density::tissue_density::CD8 T cell;density::tissue_density::Macrophage
motif_immune_exclusion,spatial,2,1,178,38,0.9055555555555554,0.9111111111111111,density::tumor_area_ratio,density::tumor_area_ratio,,density::tissue_density::CD8 T cell;point-pattern::CD8 T cell_K_r10,13,3,False,True,False,0.09166666666666667,0.0444444444444444,True,False,density::tumor_area_ratio;composition::CD8 T cell;density::tissue_density::CD8 T cell;density::tumor_density::Tumor;point-pattern::CD8 T cell_K_r10
motif_immune_exclusion,spatial,2,2,170,46,0.8409090909090909,0.8768939393939394,density::tumor_area_ratio,density::tumor_area_ratio,,density::tissue_density::CD8 T cell,9,4,False,True,False,0.1382575757575759,-0.0018939393939393367,True,False,density::tumor_area_ratio;density::tissue_density::Stroma;composition::CD8 T cell;density::tissue_density::CD8 T cell;density::tissue_density::Macrophage
motif_immune_exclusion,spatial,2,3,171,45,0.9365079365079365,0.9563492063492064,density::tumor_area_ratio,density::tumor_density::B cell,,density::tissue_density::CD8 T cell,20,3,False,True,False,0.3293650793650794,0.16269841269841268,True,False,density::tumor_density::B cell;density::tumor_area_ratio;density::tissue_density::CD8 T cell;density::tumor_density::Stroma;composition::CD8 T cell
motif_immune_exclusion,spatial,2,4,171,45,0.9623015873015872,0.9623015873015873,density::tumor_area_ratio,density::tumor_area_ratio,density::tissue_density::CD8 T cell,density::tissue_density::CD8 T cell,5,3,True,True,False,0.20238095238095233,0.005952380952380931,True,True,density::tumor_area_ratio;composition::CD8 T cell;density::tissue_density::CD8 T cell;density::tumor_density::B cell;density::tissue_density::Macrophage
