task,kind,n_folds,mean_auc_ridge,mean_auc_lasso,frac_lasso_passed,frac_shap_passed,frac_faithfulness_passed,frac_fold_passed,mean_drop_top,mean_drop_random,control_frac_passed,verdict
motif_tumor_high,control,15,0.9315944737882272,0.9333884078623969,0.0,0.0,1.0,0.0,0.2566166441880455,0.046608674606765384,0.0,fail_control
motif_cd8_high,control,15,0.931099099524794,0.9277807437488389,0.0,0.0,1.0,0.0,0.34006617033215886,0.022563246284822504,0.0,fail_control
motif_cd8_clustering,spatial,15,0.5446666470882477,0.5783743305644872,0.0,0.0,0.5333333333333333,0.0,0.015691887554545557,0.02666058300539317,0.0,fail_control_block
motif_tumor_stroma_mixing,spatial,15,0.8294795708429153,0.8319360247595544,0.0,0.0,1.0,0.0,0.29490088498373274,0.08796490941502448,0.0,fail_control_block
motif_interface_immune,spatial,15,0.7561879282277743,0.8163169958266505,0.0,0.0,1.0,0.0,0.2124845950464277,0.015073213724889381,0.0,fail_control_block
motif_immune_exclusion,spatial,15,0.7781266459867631,0.8153573857328775,0.0,0.0,1.0,0.0,0.28217681199177125,0.02480069527737659,0.0,fail_control_block
