task,kind,seed,fold,n_train,n_val,auc_lasso,auc_ridge,lasso_top1,shap_top1,lasso_hit,shap_hit,lasso_best_hit_rank,shap_best_hit_rank,lasso_passed,shap_passed,shap_miss_as_top1,faithfulness_drop_top,faithfulness_drop_random,faithfulness_passed,fold_passed,top_shap,dataset,selected
motif_macrophage_tumor_niche,spatial,1,0,234,67,0.6270270270270271,0.6207207207207207,density::tumor_density::Macrophage,density::tissue_density::Tumor (CK+ HR hi),point-pattern::Macrophage_L_r100,point-pattern::Tumor (CK+ HR lo)_L_r50,3.0,5.0,True,False,True,0.07477477477477479,0.07117117117117122,True,False,density::tissue_density::Tumor (CK+ HR hi);point-pattern::T cell_L_r100;density::tumor_area_ratio;composition::T & B cells;point-pattern::Tumor (CK+ HR lo)_L_r50,bc_jackson2020,True
motif_macrophage_tumor_niche,spatial,1,1,241,60,0.5583982202447163,0.5595105672969967,density::tumor_density::Macrophage,density::tumor_area_ratio,point-pattern::Tumor (CK7+)_L_r100;point-pattern::Tumor (Hypoxic)_L_r10,point-pattern::Tumor (CK7+)_L_r100,3.0,3.0,True,True,False,0.09899888765294768,-0.027808676307007785,True,True,density::tumor_area_ratio;density::tumor_density::Macrophage;point-pattern::Tumor (CK7+)_L_r100;density::tissue_density::Endothelial;point-pattern::T & B cells_L_r10,bc_jackson2020,True
motif_macrophage_tumor_niche,spatial,1,2,246,55,0.616,0.6146666666666667,density::tumor_density::Macrophage,composition::Stromal cells,point-pattern::Macrophage_L_r100;point-pattern::Tumor (Basal CK)_L_r100,point-pattern::Tumor (CK+ HR+)_K_r20;point-pattern::Tumor (CK7+ CK hi Ecadh hi)_L_r20;point-pattern::Macrophage_L_r100,2.0,2.0,True,True,False,0.07866666666666666,0.01866666666666661,True,True,composition::Stromal cells;point-pattern::Tumor (CK+ HR+)_K_r20;density::tumor_density::Macrophage;point-pattern::Tumor (CK7+ CK hi Ecadh hi)_L_r20;point-pattern::Macrophage_L_r100,bc_jackson2020,True
motif_macrophage_tumor_niche,spatial,1,3,246,55,0.7002652519893899,0.6962864721485411,density::tumor_density::Macrophage,density::tumor_density::Macrophage,point-pattern::Tumor (CK7+)_L_r100;point-pattern::Tumor (CK+ HR lo)_K_r10,point-pattern::Tumor (CK+ HR lo)_L_r50;point-pattern::Tumor (CK+ HR lo)_K_r10;point-pattern::Tumor (CK7+)_L_r100,3.0,3.0,True,True,False,0.1061007957559682,0.02917771883289133,True,True,density::tumor_density::Macrophage;density::tissue_density::Macrophage;point-pattern::Tumor (CK+ HR lo)_L_r50;point-pattern::Tumor (CK+ HR lo)_K_r10;point-pattern::Tumor (CK7+)_L_r100,bc_jackson2020,True
motif_macrophage_tumor_niche,spatial,1,4,237,64,0.5995995995995995,0.6016016016016017,density::tumor_density::Macrophage,point-pattern::Macrophage_L_r100,point-pattern::Macrophage_L_r100;point-pattern::Tumor (CK7+)_L_r100;point-pattern::Tumor (CK+ HR+)_K_r20,point-pattern::Macrophage_L_r100;point-pattern::Tumor (CK7+)_L_r100;point-pattern::Tumor (Basal CK)_L_r100,2.0,1.0,True,True,False,-0.010010010010009895,0.042042042042042094,False,False,point-pattern::Macrophage_L_r100;density::tumor_density::Macrophage;density::tumor_density::Stromal cells;point-pattern::Tumor (CK7+)_L_r100;point-pattern::Tumor (Basal CK)_L_r100,bc_jackson2020,True
motif_macrophage_tumor_niche,spatial,2,0,239,62,0.5729166666666667,0.5760416666666667,density::tumor_density::Macrophage,density::tumor_density::Macrophage,point-pattern::Tumor (CK7+)_L_r100,point-pattern::Tumor (CK7+)_L_r100,3.0,5.0,True,True,False,0.09270833333333334,0.02604166666666674,True,True,density::tumor_density::Macrophage;density::tumor_area_ratio;point-pattern::T cell_L_r100;composition::Macrophage;point-pattern::Tumor (CK7+)_L_r100,bc_jackson2020,True
motif_macrophage_tumor_niche,spatial,2,1,240,61,0.6182795698924731,0.6365591397849463,density::tumor_density::Macrophage,point-pattern::Macrophage_L_r100,point-pattern::Macrophage_L_r100;point-pattern::Tumor (CK+ HR+)_K_r20;point-pattern::Tumor (CK+ HR+)_K_r50,point-pattern::Macrophage_L_r100;point-pattern::Macrophage_L_r20;point-pattern::Tumor (CK+ HR+)_K_r20;point-pattern::Tumor (CK+ HR+)_K_r50,2.0,1.0,True,True,False,0.13870967741935492,0.011827956989247324,True,True,point-pattern::Macrophage_L_r100;density::tumor_density::Macrophage;point-pattern::Macrophage_L_r20;point-pattern::Tumor (CK+ HR+)_K_r20;point-pattern::Tumor (CK+ HR+)_K_r50,bc_jackson2020,True
motif_macrophage_tumor_niche,spatial,2,2,241,60,0.640625,0.6316964285714285,point-pattern::Macrophage_L_r100,composition::Stromal cells,point-pattern::Macrophage_L_r100;point-pattern::Tumor (CK7+)_L_r100,point-pattern::Tumor (CK lo HR lo)_L_r50;point-pattern::Macrophage_L_r100,1.0,4.0,True,True,False,0.10937499999999989,-0.014508928571428603,True,True,composition::Stromal cells;density::tumor_density::Macrophage;point-pattern::T cell_L_r100;point-pattern::Tumor (CK lo HR lo)_L_r50;point-pattern::Macrophage_L_r100,bc_jackson2020,True
motif_macrophage_tumor_niche,spatial,2,3,245,56,0.5701530612244897,0.552295918367347,density::tumor_density::Macrophage,density::tumor_density::Macrophage,point-pattern::Tumor (CK+ HR lo)_L_r50;point-pattern::Macrophage_L_r100,point-pattern::Tumor (CK+ HR lo)_L_r50;point-pattern::Tumor (CK+ HR+)_L_r10;point-pattern::Macrophage_L_r100,3.0,2.0,True,True,False,0.06250000000000011,-0.02678571428571419,True,True,density::tumor_density::Macrophage;point-pattern::Tumor (CK+ HR lo)_L_r50;density::tissue_density::Tumor (CK+ HR hi);point-pattern::Tumor (CK+ HR+)_L_r10;point-pattern::Macrophage_L_r100,bc_jackson2020,True
motif_macrophage_tumor_niche,spatial,2,4,239,62,0.7520833333333333,0.7822916666666666,density::tumor_density::Macrophage,density::tumor_density::T & B cells,point-pattern::Tumor (CK7+)_K_r50;point-pattern::Macrophage_L_r100;point-pattern::Tumor (CK7+)_L_r100,point-pattern::Tumor (CK+ HR lo)_L_r50;point-pattern::Tumor (CK+ HR+)_K_r20,3.0,3.0,True,True,False,0.26145833333333335,0.07187500000000002,True,True,density::tumor_density::T & B cells;density::tumor_area_ratio;point-pattern::Tumor (CK+ HR lo)_L_r50;density::tissue_density::Tumor (CK+ HR hi);point-pattern::Tumor (CK+ HR+)_K_r20,bc_jackson2020,True
motif_t_tumor_mixing,spatial,0,0,317,68,0.6829268292682926,0.6919602529358627,density::tumor_density::T cell,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10;point-pattern::Tumor (CK+ HR hi)_K_r200,point-pattern::T cell_L_r10;point-pattern::Tumor (CK lo HR lo)_L_r50;point-pattern::T cell_L_r100,2.0,1.0,True,True,False,0.11201445347786809,0.009033423667569984,True,True,point-pattern::T cell_L_r10;density::tumor_density::T cell;density::tumor_density::Endothelial;point-pattern::Tumor (CK lo HR lo)_L_r50;point-pattern::T cell_L_r100,bc_jackson2020,True
motif_t_tumor_mixing,spatial,0,1,299,86,0.7630090497737556,0.7652714932126697,density::tumor_density::T cell,density::tumor_density::T cell,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10,4.0,4.0,True,True,False,0.10407239819004532,0.0345022624434389,True,True,density::tumor_density::T cell;density::tumor_area_ratio;density::tumor_density::Stromal cells;point-pattern::T cell_L_r10;point-pattern::T & B cells_K_r20,bc_jackson2020,True
